Word	OCR variants
simba [575]	mimba [154], rimba [110], simbi [236], timba [397], zimba [50], kimba [85], simbe [151]
harlow [575]	barlow [304]
awadhi [575]	avadhi [141]
juego [575]	luego [440], fuego [271]
bayt [575]	beyt [72], rayt [111], hayt [106], zayt [50], bayl [128], bayn [432], batt [360], baxt [471], bayd [184], kayt [163]
h6u [575]	hhu [188], hlu [548], k6u [83], l6u [54], hgu [141], d6u [77], h6i [129], h6h [104], h6k [93], h6m [339], h6l [58], h6n [246], t6u [100], hmu [516], hsu [380], hwu [423], h6t [50], y6u [177], hdu [288], j6u [55], hyu [361], hbu [112], g6u [57]
epenthesized [575]	epenthesised [77]
paula [575]	paule [66]
blak [575]	blar [62], blat [102], klak [303], blag [89], slak [102], blao [61], blan [389], brak [300], blac [297], byak [61], blok [198], blad [242], blek [167]
082 [574]	08b [118], l82 [52]
harrow [574]	yarrow [90]
88a [574]	88c [194], 88b [470], 8la [91], 88d [108]
kartu [574]	karru [178], martu [134], partu [156]
aapo [574]	aape [281], eapo [75], aabo [158], aapi [318], aawo [80], akpo [126], ahpo [86], hapo [326]
ndogo [574]	ndolo [65], ndoro [103]
daag [574]	daat [308], waag [243], daas [238], daad [186], daab [207], daaa [159], saag [93], daal [388], daam [323], baag [177]
meru [574]	memu [67], weru [136]
tayna [573]	tayni [97], tayta [373]
yoyo [573]	yuyo [62], yolo [351], poyo [290], yomo [456], noyo [143], yogo [336], toyo [427], yono [248], yoro [418], yeyo [110], yodo [148], yiyo [124], yoya [136], doyo [127], soyo [196], loyo [242], yopo [142]
ecl [573]	scl [431], edl [410], mcl [364], ucl [393], ocl [395], eql [395], kcl [264], jcl [221], hcl [281], qcl [51], dcl [303], ecd [66], ecb [92], ecn [212], ycl [173], eck [368], ecj [109], ecs [129], ecr [140], exl [220], eol [297], ccl [497]
busi [573]	rusi [255]
djin [573]	djit [158], ljin [84], dyin [135], djen [87], djan [253], vjin [56], djii [316], djun [68]
dool [573]	yool [152], doot [557], doos [332], doop [88], nool [242], dohl [83], mool [210], dooy [114], doog [313], bool [533], jool [198], dooh [473], dooi [182]
tiit [573]	tuit [124], uiit [97], tift [127], iiit [272], niit [553], titt [199], jiit [215], yiit [207], tiid [237], kiit [322], tiio [244], tiil [410], tiim [361], riit [245], tiik [448], tiih [179], tiiw [171], tiis [485], tiiq [67], miit [417], tlit [225], tiiy [155], tfit [100], tiij [401], liit [337]
perh [573]	perc [242], perk [95]
findâ [573]	bindâ [142]
xxviii [573]	xxxiii [245], xlviii [112]
sista [573]	mista [270], siste [336]
2erg [573]	lerg [158], serg [76], ierg [323], derg [107]
andio [573]	andro [289]
6sp [572]	6op [97], lsp [353]
leqa [572]	teqa [233], leha [405], laqa [410]
83a [572]	83b [477], 83c [199], 8la [91], 83d [78]
dren [572]	bren [173], fren [246], dhen [103], drin [557], dron [83], lren [53]
hinga [572]	henga [84], linga [531], hfnga [163]
vanda [572]	vande [147], vanga [300], vandu [298], handa [476], vandi [461]
WHOLE [571]	WHOSE [72], WHILE [483]
sruk [571]	stuk [522]
kazak [571]	kazan [323]
mouk [571]	mauk [102]
kiko [571]	eiko [94], hiko [213], fiko [70], kiwo [80], diko [283], miko [424], piko [510], yiko [78], kuko [309], kiyo [513], kipo [213], aiko [263], kico [97], kijo [93], kibo [248]
msu [571]	dsu [304], jsu [138], mxu [53], msq [50], msn [410], msh [200], ysu [94]
aiming [571]	aiding [167]
waxt [570]	saxt [280], vaxt [307], wakt [112], waqt [292], wagt [202], baxt [471], wext [89], naxt [80], taxt [221]
ibaloy [570]	lbaloy [60]
nying [570]	nyung [270], nyeng [101]
duli [570]	dudi [200], doli [510], duhi [123], dugi [173], duni [391], duki [164], luli [361], dule [360], dulo [179]
ktn [570]	htn [393], rtn [535], kwn [492], qtn [79], kfn [138], ztn [69], kmn [276], gtn [327], ytn [315], jtn [386], krn [519], ksn [341], kqn [83], kcn [228], kkn [76], kgn [168], kty [137], kln [505], kjn [142], ktr [297], kts [215], ktm [354], kth [171], ktj [190], ktf [194], ktg [65], ltn [516], kpn [190], ktc [238]
konta [570]	konna [377], konto [113], konga [267], kenta [155]
svn [570]	snn [361], srn [416], rvn [111], tvn [206], skn [175], sbn [141], shn [306], pvn [192]
vo9 [570]	co9 [57], eo9 [77], to9 [102]
097 [570]	09a [127], 09b [130]
passer [569]	casser [182]
EXHRT [569]	EXHST [326]
recovery [569]	recovers [158]
pilaga [569]	pilagi [221]
atii [568]	atji [129], aaii [179], arii [468], amii [301], etii [319], itii [495], otii [331], atni [396], avii [106], atui [172], awii [188], ntii [185], utii [361], acii [150], ayii [186], adii [369], ajii [114], mtii [115], akii [371], ahii [353]
2009a [568]	2009b [559], 2009c [74]
münchen [568]	munchen [248]
FUT2 [568]	FUTN [150], FUTR [103], FUTI [53]
tmt [568]	pmt [174], rmt [495], tkt [300], umt [428], tmr [261], tgt [238], tmy [229], kmt [245], tmd [447], tmf [139], tmg [119], tmh [103], tmk [99], tml [424], gmt [102], nmt [208], twt [378], hmt [311], mmt [348], lmt [395], jmt [199], tjt [442], bmt [120], omt [290], tdt [322], tpt [236], dmt [166], tmo [536]
AGI [568]	SGI [84]
sweetâ [568]	sweatâ [228], sweepâ [250], sheetâ [74]
1to [568]	1tt [208], dto [450], 1do [122], zto [59], vto [273], gto [263], 1lo [160], jto [493], bto [275], 1ao [123], wto [368]
craftsman [568]	craftsmen [311]
inil [568]	ikil [153], itil [414], imil [326], insl [96], ibil [223], idil [350], inis [349], inip [64], hnil [54], iniz [101]
recurs [568]	oecurs [109]
kepi [568]	sepi [232], lepi [135], kepe [346], kepo [178]
bír [568]	tír [90], bíi [243], bín [234], sír [76], bíp [78], kír [119], gír [71], bíy [97]
slam [568]	slan [113], slak [102], sgam [64], slag [164], klam [298], hlam [103]
llama [568]	llamo [50]
inyo [568]	inyu [207], iiyo [98], inye [238], nnyo [155], inko [286], ilyo [78]
eveningâ [567]	evenings [507]
geud [567]	leud [55]
ulti [567]	ulei [68], mlti [57], slti [84], ilti [270], ului [90]
naane [567]	naake [95], taane [175], kaane [131], naand [123], yaane [71], naase [81]
eker [567]	eken [375], eket [104], efer [361], eper [74], ekir [86]
kahni [567]	kahti [115], kahno [62], kahnu [126], gahni [105]
parry [567]	perry [475]
tzin [567]	tzan [382], tzon [93], tzun [59]
ajan [567]	ajun [128], axan [257], ajin [259], ajat [102], ajal [307]
shak [567]	lhak [67], shik [375], shai [358], shax [51], mhak [54], syak [104], shek [338], shaf [93], shok [289], shuk [225]
3ACT [567]	3AGT [64]
ischen [567]	ischer [75], isches [53]
src [567]	lrc [253], srf [389], srj [117], srn [416], rrc [365], srl [235], srm [189], vrc [72], srs [363], srq [80], srv [58], hrc [124], ssc [175], srw [149]
nasai [567]	nashi [248]
katta [567]	kutta [540], batta [298], katwa [68], patta [520], kattu [275], kaita [281], latta [204], katto [125], kotta [340], ketta [145], katna [123], tatta [322], katti [497], katra [92], kalta [112], katte [539], kayta [55], yatta [105], natta [472]
penon [567]	pemon [58], penoa [183], peson [75], peron [102]
veve [567]	vete [347], vevi [56], veva [248], keve [318], geve [327], teve [339], vese [182]
gode [566]	gope [105], sode [253], tode [256], godt [195], gede [454]
swat [566]	swar [355]
inã [566]	ipã [76], onã [87], nnã [543], itã [278], ijã [94], ihã [95], mnã [199], lnã [60], imã [162], enã [169], dnã [53], icã [81], igã [55], bnã [51], irã [292], iwã [54], snã [58], rnã [89], ikã [161], iiã [147], hnã [98], ilã [147], iyã [188], ibã [95], gnã [82], unã [154], tnã [61], ifã [52], isã [206], idã [92]
ebal [566]	ebil [70]
kowi [565]	kohi [461], kowo [163], koci [469], towi [342]
TAMIL [565]	TAMUL [211]
encliticized [565]	encliticised [410], encliticizes [111]
atur [565]	avur [53], atir [176], ajur [65], etur [106]
caus1 [565]	causl [281]
alag [565]	amag [219], agag [123], anag [304], alig [216], alaq [281], alar [506], awag [104], alaw [296]
jaku [564]	jatu [293], jiku [84], jakh [81], jagu [110]
irwin [564]	erwin [188], orwin [53]
palka [564]	pulka [181], balka [109], palya [420], kalka [203], pahka [124], pauka [62], panka [221], yalka [71]
taji [564]	tsji [130], aaji [198], taja [372], tajj [73]
CL3 [564]	CLT [497], RL3 [72], CD3 [87]
taps [564]	tals [205]
tseruk [564]	tsetuk [94]
karte [564]	karve [57], kahte [147], kaste [161], karne [392], karto [139], karse [52], korte [247], karde [264], karke [110], kartl [65]
huis [564]	tuis [139], huil [62], hiis [317], hvis [147], huus [326]
clustered [564]	cluttered [51]
partâ [564]	fartâ [90], cartâ [152]
doit [564]	toit [231], voit [365], boit [121]
hares [564]	mares [283], harps [50]
MAA [564]	MAC [144], MAJ [122], MAE [106], MAK [199]
highâ [563]	hight [95]
ngoma [563]	ngoya [71], ngoba [159], ntoma [64], nguma [162], ngola [195], ngoka [127]
nanka [563]	nunka [188]
boda [563]	joda [118], bodu [441], boba [376], boza [61]
utilizing [563]	utilising [126]
tailâ [563]	tallâ [414], hailâ [103], sailâ [89], nailâ [324]
thru [563]	thlu [175], thrr [80]
flex [563]	flec [70], fler [85]
otop [562]	itop [106], etop [94], otoo [276]
keet [562]	leet [398], seet [510], neet [262], keew [71], keem [143], keek [241], keej [140], klet [75], keeh [165], kett [157], keed [77], yeet [161], kaet [76]
nelle [562]	velle [95], nolle [92]
kèe [562]	nèe [188], wèe [59], lèe [79], jèe [100], kèr [54], yèe [51], kfe [248], kèm [74], kèo [53]
mothe [562]	mothi [172]
teru [562]	qeru [72], seru [483], veru [382], tebu [287], keru [485], tetu [359], tedu [142], tenu [370]
shat [562]	shas [136], nhat [224], shet [160], shag [364], shad [300], soat [63], shai [358], suat [140]
faw [562]	faj [453], fiw [370], ftw [253], fuw [161], fap [309], flw [171], xaw [437], oaw [86], faf [501]
80a [562]	80c [189], 80b [464], 8la [91], 80d [70]
lebe [562]	yebe [176], mebe [110], lebi [287]
qaqa [562]	paqa [173], qava [196], qaoa [138], waqa [467], qama [320], qapa [241], qaia [121], yaqa [301], qoqa [57], qaga [135], aaqa [130], gaqa [82], qaqu [156], qawa [224], qaua [74], vaqa [75], qaja [97], kaqa [364], qaqi [268], saqa [247], taqa [509], laqa [410]
staat [561]	staan [426], statt [499]
blades [561]	bladed [161]
blamed [561]	blames [87]
christine [561]	christina [345]
auri [561]	aufi [165], auru [264], vuri [143], airi [446], auli [123], auti [339], furi [514], auro [129]
muut [561]	muun [329], muuk [142], meut [110], muit [134], mutt [264], munt [317], tuut [245], mbut [122]
ulp [561]	klp [101], ump [450]
dialec [561]	dialed [286]
xina [561]	xiga [172], xika [128], xena [357], xima [196]
algunos [561]	algunas [362]
lexc [561]	iexc [94], rexc [58]
nuri [561]	juri [375], nuru [469], yuri [465], nuro [172], nuyi [129]
elan [561]	ecan [102], blan [389], eban [123], etan [516], flan [395], elun [59]
deta [561]	dega [397], deca [152], deth [53]
ACE [561]	ECE [65], ATE [236], ABE [205], ACI [150], ALE [75], AME [79], ACM [391], ICE [413], ASE [79], NCE [311], APE [75]
khub [561]	khuo [80], khuj [62], khui [528], khab [155], khob [80], khus [353], khup [164]
ukat [561]	ukar [276]
fwi [560]	fki [205], fji [404], fwo [216], fni [512], jwi [471], fdi [200], rwi [374], fyi [327], fpi [153], xwi [490], cwi [307], fsi [497], fzi [55], fqi [55], fgi [83], fmi [237], wwi [197], ywi [177]
usta [560]	ussa [160], ulta [223], uska [209], osta [281], rsta [75], usna [93]
franc [560]	franr [73]
ridges [560]	ridged [78]
rotting [560]	rooting [158]
RLC [560]	RFC [285], RMC [551]
yeti [560]	geti [355], yeki [464], yeli [247]
wa1 [560]	wl1 [110], fa1 [265], ya1 [447], ga1 [225], aa1 [214], wo1 [192], wi1 [300], ea1 [127], sa1 [406], da1 [337]
weno [560]	weyo [93], wenu [251], teno [490], seno [449], yeno [253], weto [127], wemo [100], welo [326], wino [307], wepo [68], weny [66], eeno [233], wego [90]
tapping [560]	lapping [131], tipping [132]
jimi [559]	jiai [50], jiki [526], jimu [102], jini [501], jipi [109], jili [466], jibi [291], jiyi [270], jami [546]
alawa [559]	arawa [349]
breve [559]	brevi [71]
shel [559]	skel [146], shal [528], ssel [67]
COE [559]	CTE [76], COC [70], CHE [240]
erra [559]	ekra [166]
deus [559]	deum [76], deos [83], teus [63], meus [176], dels [106], seus [149]
hinge [559]	finge [176]
niku [559]	niyu [262], neku [199], nitu [455], nike [511], tiku [325], biku [205], hiku [348], noku [313]
ýý [559]	iý [218], jý [58], gý [50], cý [242], aý [230], vý [139], tý [127], rý [69], ný [64], lý [128], ýu [60], ýt [120], ýs [65], ýr [64], fý [59], ýe [96], ýd [71], dý [64], ýa [326], ýc [56], ýl [82], wý [54], ýn [56], ýi [338], ýj [119], uý [50], sý [69], yý [99], ký [144]
kuai [558]	kuzi [128], kvai [50], suai [282], luai [217], kuat [521], muai [295], huai [320], juai [50], guai [247], cuai [76], quai [187], ruai [178], klai [157], kuak [140], kuah [153], kuas [53], kual [173]
frase [558]	frasi [84]
wiru [558]	wilu [223], wirr [313], widu [115]
preâ [558]	prcâ [93], prei [291], prex [90], proâ [466]
trop [558]	trou [503]
heve [558]	hsve [105], hzve [185], heye [257], huve [192], meve [50], hefe [70], hege [228], heke [493], teve [339], hede [419], beve [91], hnve [472]
inay [558]	iday [198], inoy [64], ilay [403], iray [281], imay [243], itay [204], tnay [86], inag [144], ipay [130]
murla [558]	murna [231], mirla [61], gurla [123], murlu [181], kurla [113], wurla [303]
seminary [557]	seminars [552]
tically [557]	gically [125], rically [52]
yoom [557]	youm [237], yoon [374], koom [378], noom [127], goom [64], toom [398], yoot [191]
inquired [557]	enquired [227], inquires [244], inquirer [75]
helshe [556]	hetshe [51], heishe [141]
tubig [556]	tubdg [51]
chatting [556]	chanting [434]
stinks [556]	stinky [228], stings [407]
uttar [556]	uttam [60]
putih [556]	patih [58], puteh [115]
warla [555]	warta [333], karla [545], wirla [412], barla [188], warlu [183], warli [391], garla [272], wurla [303]
seaâ [555]	teaâ [387], peaâ [60]
ampat [555]	empat [410]
partici [555]	particl [456]
continua [555]	continuo [155]
sagt [555]	satt [379], samt [273]
bwu [555]	wwu [73], bvu [252], mwu [255], vwu [57], jwu [130], rwu [118], fwu [273], hwu [423], bwn [114], bwo [331]
crp [555]	cxp [91], crr [389], crq [77], ccp [116], crk [132], crh [208]
acz [555]	ccz [191]
kadar [555]	qadar [147], padar [106], kadan [276]
thematization [555]	thematisation [108]
babai [554]	babay [205], bobai [84], babae [459], babaw [147]
moke [554]	roke [246], koke [422], mowe [134], noke [293], moye [344], muke [386], loke [380]
toch [554]	tach [378], tich [283], woch [129], tooh [180], soch [115]
am6 [554]	ad6 [157], aw6 [114], as6 [211], ab6 [138], ag6 [147]
kazakh [554]	kazaks [85]
ardi [554]	ardu [374], arji [111]
veen [554]	venn [79], ieen [57]
taata [554]	vaata [211], maata [413], taaba [135], taama [217], raata [120], taara [429], daata [77], qaata [51], naata [229], taaka [166], baata [182], tahta [127]
gsg [554]	gsy [95], esg [217], asg [455], vsg [87], gsi [268], dsg [269], ssg [166], gsm [80], gfg [59], gsn [229]
indigenas [553]	indfgenas [64]
3sgsbj [553]	3sgobj [169]
SCI [553]	OCI [83], MCI [62], SCJ [53], VCI [190], JCI [62], LCI [54]
ofof [553]	ofoj [87], ofos [195]
verbalizers [553]	verbalisers [505]
gosh [553]	nosh [116], dosh [225], bosh [155], gosa [415], mosh [68]
utun [553]	upun [154], etun [200], ukun [291], itun [263], utuu [51], utui [73], ytun [123], utum [137], uhun [240]
raepe [553]	yaepe [145]
jupanacajj [552]	jumanacajj [468]
awun [552]	agun [207], asun [244], axun [56], aiun [59], uwun [78], awur [144], ahun [375], ayun [204]
advocated [552]	advocates [361]
isles [552]	islet [459]
croom [552]	croon [62]
tlus [552]	tlun [150]
insait [552]	insaid [112]
narked [552]	aarked [291], narker [233]
feto [552]	feno [61], seto [257], fero [229]
sahib [552]	saheb [206], sahil [51], sahab [316]
SDS [552]	SDM [93], SOS [198], SLS [167]
yango [552]	yange [220], bango [408], yongo [190], fango [129], tango [533], yando [100]
inzi [551]	inri [165], inui [112], onzi [151], anzi [320], unzi [87], idzi [370], inbi [54], inza [431], inzu [139]
reas [551]	reac [128]
tonogenesis [551]	monogenesis [135]
chita [551]	thita [89], chata [258], chipa [91], chiya [266], chila [224], chitu [79], chika [225]
2sgacc [551]	lsgacc [167]
bushy [551]	mushy [409]
kenda [551]	nenda [168], cenda [81], kendo [266], wenda [112], menda [292], kenta [155], yenda [234]
clos [551]	clou [159], glos [288], cros [173], plos [126], clus [433]
workman [551]	workmen [498]
rln [551]	rtn [535], rvn [111], oln [371], rkn [50], jln [404], rmn [195], rpn [241], eln [406], rcn [302], rlm [150], rsn [150], rlh [171], rlj [264], rld [395], rlg [131], rlc [275], rlb [143], rhn [117], rjn [159], rlv [151], rlp [164], rbn [109], sln [440], uln [275], rdn [244], rfn [121]
nbi [551]	dbi [213], kbi [249], cbi [358], nbu [330], ybi [136], nbo [360], pbi [203], nvi [305], wbi [356]
mbulu [550]	mpulu [113], mbutu [74], mbudu [93], mbuku [57]
datta [550]	yatta [105], tatta [322], natta [472], latta [204]
anana [550]	atana [320], rnana [107], ananu [84], onana [132], anina [427], abana [255], unana [194], anapa [124], awana [240], afana [126], asana [161], anaba [79], inana [417], anama [225], anani [322], anara [175], anaka [350], anena [188], agana [276]
niv [550]	uiv [128], nlv [97]
egs [550]	ecs [129], igs [155], egf [83], ogs [150]
dopa [550]	popa [303], bopa [132], dosa [386], yopa [167], sopa [443], dipa [530], mopa [186]
sinti [550]	sinte [165]
punc [550]	junc [393]
v0 [550]	h0 [515], j0 [301], u0 [294], w0 [341], y0 [498], x0 [291], c0 [402], e0 [300]
yã¹ [550]	nã¹ [164], yãy [50], pã¹ [76], tã¹ [169], jã¹ [62], lã¹ [214], sã¹ [136], bã¹ [131], mã¹ [121], dã¹ [62], kã¹ [98], zã¹ [50]
santi [549]	sante [246], sasti [82], santu [272], sanoi [65]
kursi [549]	karsi [61], korsi [61], kurci [55]
llow [549]	lloi [126], elow [178], liow [116], llot [136], llon [271]
nhawu [549]	dhawu [52], nhanu [157], nhawa [79], nhagu [53], nhaku [66], thawu [74], naawu [130], nhawi [135]
gorani [549]	sorani [230], gurani [146]
cuzco [549]	cusco [70]
3DAT [549]	IDAT [103]
ukh [549]	ukl [224], ukt [275], dkh [418]
haj5 [549]	haq5 [73], hat5 [89], han5 [62], haa5 [83]
rale [549]	ralo [164], cale [429], rnle [69], raxe [83], rdle [64]
lized [549]	lizer [72], lised [168], rized [163]
zaki [548]	zako [127], zdki [153]
uws [548]	aws [302], uww [282], uwt [79], uwn [170], uwm [74], uwl [172]
NSIT [548]	NSIB [250]
ukku [548]	ikku [189], ukka [176], akku [288], ukko [113], okku [68], uksu [51]
sheko [548]	shako [174]
ØA [548]	ØS [317], ØO [377]
acan [548]	acon [50], acat [67], aoan [130], aian [185]
inert [548]	inept [76]
weda [548]	wega [225], wesa [350], weha [119], weya [490], yeda [263]
thara [547]	thari [336], tharo [149], mhara [74], thare [218], thaka [451], thapa [117], ahara [186], ghara [519], taara [429], thaha [118], dhara [240], tiara [230], bhara [173], thaaa [51], thora [207]
shorto [547]	storto [521]
kerek [547]	kerak [166], kerel [98], kepek [163], gerek [229]
2U [547]	2T [260], 2W [146], 2Q [350], 2X [119], 2Y [130], 2Z [128], 2G [427], 2L [504], 2N [177], 2K [109]
bdr [547]	gdr [308], bnr [190], btr [367], odr [145], brr [274], ldr [223], cdr [213], bgr [141], bhr [200], bde [241], bdd [306], bdb [134], bdm [95], bdl [332], bdo [292], bdn [378], bdh [203], bdk [256], blr [374], bdt [196], bdw [123], bdp [66], bds [171], bbr [166], bdz [210], udr [123], bwr [65], bdj [125], bsr [192], xdr [123], bkr [81], tdr [384], ydr [211], vdr [426], hdr [329], rdr [306], idr [241], zdr [118], wdr [175], fdr [419], ddr [435], jdr [207]
adjzr [547]	advzr [338]
MTU [547]	STU [100], MOU [58]
11g [547]	11u [344], 11h [199]
umfana [547]	umwana [64]
beje [546]	teje [169], bepe [53], beme [108], jeje [197], neje [132], beve [91]
revise [546]	devise [492]
rumu [546]	rimu [251], rutu [529], lumu [369], ruvu [83], remu [97], rubu [291], ruqu [50], fumu [206]
ownâ [546]	owne [84]
nomâ [546]	nemâ [123], nouâ [96], româ [85], nomt [101], momâ [65], tomâ [172]
yine [546]	yike [68]
semana [546]	simana [113]
intoâ [546]	intrâ [53], ontoâ [105]
on8 [546]	pn8 [54], or8 [80], onm [289], un8 [93], an8 [123], ov8 [61], onf [301], ou8 [73], nn8 [58], of8 [103], onq [190], onv [143], onp [251]
7ni [546]	7na [154], 7wi [56], vni [397], 7ai [113]
aarli [546]	karli [391], aardi [53], garli [67], warli [391], barli [180]
jien [546]	jiet [131], yien [98], kien [522], fien [78]
kunde [546]	funde [76]
wgmc [546]	pgmc [311]
abort [546]	sbort [71], ahort [105]
ppart [545]	ppast [391]
cvâ [545]	ivâ [280], hvâ [56], pvâ [70], cvn [480], cqâ [59], jvâ [88], ovâ [120], vvâ [160], cvx [137], cvy [391], cvw [154], cvt [183], cvu [89], cvr [244], cvp [97], cvq [73], crâ [350], cvo [103], cvl [307], cvm [256], cvj [164], cvk [107], cvh [219], cvi [305], cvg [74], cvd [67], cve [191], ccâ [275]
kwaâ [545]	qwaâ [72], kwuâ [82], kweâ [295], kwiâ [123], khaâ [240], iwaâ [59], swaâ [67], kiaâ [60], kwac [262], kpaâ [101], awaâ [275], xwaâ [70], gwaâ [76], kyaâ [195], kwas [473]
huyu [545]	huyo [125], huku [481], humu [334]
tjara [545]	ijara [153], tjura [134], rjara [77], tjala [158], tjana [313]
brok [545]	drok [65], broy [52], srok [195], krok [136], brik [124], brol [84], broo [52], bruk [345], broh [54], brak [300], brod [124], brek [338]
hám [545]	sám [218], rám [106], tám [227], wám [85], hák [59], hál [254], hán [230], háa [114], nám [517], yám [120], háy [193], jám [127], qám [118], hár [291], hás [162], hát [147], pám [95], háw [117], dám [77], kám [248], gám [87], mám [217], bám [192]
iyy [545]	myy [185], pyy [278], isy [413], dyy [99], oyy [66], iby [193], iym [153], cyy [194], iyr [149], yyy [136], iyk [104], iyj [159], iyt [274], iyw [174], iyp [102], iys [181], ryy [152]
hinter [545]	hinten [99]
uusi [545]	qusi [65], ousi [54], uuni [272], uusu [149], nusi [239]
ozo [545]	uzo [140], ozu [102], oza [400], ozi [450], ezo [388], izo [470]
fama [545]	faea [72], fasa [275], faja [273], famu [96], faga [336]
anic [544]	anig [142], anis [504], amic [90]
aida [544]	aima [494], aido [108], agda [75]
inject [544]	infect [391]
penu [544]	pebu [70], pemu [61], ponu [307], peku [182], kenu [423], henu [113], pinu [248]
vhere [544]	ihere [475], lhere [411], rhere [244], uhere [106], jhere [84]
dobel [544]	zobel [303]
ruri [544]	rufi [69], zuri [229], rori [387], rugi [257], vuri [143], rari [540]
amok [544]	abok [135], ayok [295], apok [129], amuk [300], ajok [57], awok [179], anok [264]
EMF [543]	EXF [447], EMO [162], ERF [169]
089 [543]	08b [118]
pend [543]	cend [144]
ovem [543]	odem [224], oves [91], oved [362]
poss1s [543]	possls [318], poss1p [177]
DEM2 [543]	DEI2 [75], DEF2 [266], DEMI [141], DEMO [50]
parla [543]	parli [126], parna [310], parlo [122], barla [188], garla [272], parra [444], parlu [215]
BFR [543]	RFR [97], NFR [137]
kamm [543]	kamb [370], kanm [60], samm [189], kaml [223], kasm [75], kamt [177], jamm [93], gamm [78], karm [340]
ixo [543]	izo [470]
excrete [543]	excreta [404]
bohi [543]	bohe [150], mohi [149], tohi [504], bosi [465]
RUN [543]	OUN [82], RON [106], RUM [51], RUB [79], SUN [380], HUN [118], GUN [178], AUN [76], NUN [181], DUN [134], FUN [85], WUN [52]
castor [543]	caster [76]
ravi [543]	aavi [90]
vih [543]	uih [493], veh [409], eih [278]
tinder [542]	cinder [181]
P8 [542]	H8 [208], J8 [498], F8 [347], Q8 [193], R8 [360], N8 [268], C8 [515], Z8 [98], E8 [333], D8 [340], O8 [62], V8 [156], K8 [227], M8 [329], L8 [238]
cenek [542]	cenes [73]
severa [542]	severl [56]
aaron [542]	baron [430]
dalaga [542]	daraga [97], talaga [313], dalawa [203], halaga [68]
atina [542]	atira [101]
somalia [541]	somalis [246]
xto [541]	xlo [114], xtu [477], xpo [154], xte [448], xtn [54], qto [135], bto [275], xno [85]
apoi [541]	amoi [166], aphi [161]
CL6 [541]	CLT [497], CLC [357]
oota [541]	ooka [244], ooya [81], ooma [240], ooga [197], oott [191], ootu [124], ooba [79], outa [94], oowa [135], oote [88], otta [533], oosa [110], wota [501], oona [532]
upia [541]	unia [122], upua [51], uria [328], uppa [118], ulia [149], upya [51], uaia [65]
pats [541]	pahs [58], yats [175], pals [214], kats [439], gats [211], paps [60], patl [273], tats [362], wats [262]
agama [541]	agaba [61], agana [276]
hark [541]	sark [343], yark [144], fark [58], hakk [320], hayk [206], kark [184]
¹ri [541]	yri [443], ¹ni [82], ¹ru [86]
RSM [541]	RSL [146], RCM [106], ISM [113]
PLUS [541]	PLES [51], PLUP [180]
094 [541]	09a [127], 09b [130]
kapala [541]	kapada [270], kabala [133], kepala [529]
apit [541]	apim [245], apot [169], akit [365], abit [380]
tsonga [540]	thonga [66]
SA3 [540]	SAS [237]
makka [540]	mokka [59], nakka [184], makna [81], pakka [380]
taawa [540]	taama [217]
yend [540]	yand [373], kend [528], yeno [253], wend [266], eend [178], yenu [178]
ddã [540]	ldã [99], dlã [61], duã [224], djã [113], idã [92], dyã [67]
2acc [540]	lacc [493]
plata [540]	placa [218], prata [170]
sobu [540]	tobu [139], soru [322], soku [436], nobu [203]
filial [540]	ficial [54]
perf3s [540]	perfls [52]
deya [540]	meya [527], jeya [223], weya [490]
jes1k [540]	jem1k [114]
pôc [540]	pôq [50]
gway [540]	gwaw [58], gbay [98], gwae [75], lway [88], gwey [60], tway [67]
móe [540]	lóe [322], hóe [120], róe [199], tóe [197], kóe [150], món [138]
daer [539]	dder [93], faer [70], haer [218], baer [368], laer [178], xaer [52], daen [221], waer [408], daem [70], saer [274], vaer [103], maer [101], dier [365], kaer [183], naer [116], dair [112]
otion [539]	ltion [192], ntion [234], ption [487], ution [377], etion [143], ttion [160]
siø [539]	niø [278], qiø [57]
wanan [539]	hanan [123], wanen [95], danan [167], wanin [175], waian [56], walan [199], wagan [113], wahan [198], nanan [301], watan [421], vanan [88], yanan [147], waran [309], wanam [121]
elel [539]	epel [81], eleh [62], eleq [70], elil [137], elei [242], elek [413], ewel [79], alel [127], ilel [139], etel [176], elew [127], enel [154], eyel [51], tlel [106]
yellowâ [539]	fellowâ [152]
abt [539]	wbt [75], abh [335], abk [162], gbt [354], abw [100], mbt [286], bbt [134], ibt [270]
dekha [539]	dakha [144], dekho [137], dekhi [366], dikha [98], dekhe [197], lekha [180], dukha [222]
itb [539]	ilb [428], htb [182], rtb [143], dtb [57], otb [260], iub [137], ptb [82], etb [185], ltb [162], inb [273], ctb [127], isb [237], itv [374], ttb [305], idb [129], itp [261], jtb [97]
0S [539]	0P [259], 0V [256], 0W [174], 0U [251], 0Z [77], 0B [300], 0C [376], 0A [451], 0K [121], 0N [217], 0O [262], 0M [257]
vamos [539]	vemos [92], damos [57], vimos [78]
hiia [538]	aiia [441], hiij [158], hfia [62], diia [280]
noml [538]	nomj [125], nomf [126], nomt [101]
zürich [538]	zurich [412]
runga [538]	ronga [252], rungu [145]
pattems [538]	patters [69]
hadu [538]	tadu [332], haju [88]
ifier [538]	ifies [98], ified [496]
natte [538]	gatte [97], batte [227], nante [319], tatte [151], nette [71], yatte [264], natta [472]
CONTENT [537]	CONTEXT [316]
