Word	OCR variants
taä [109]	paä [98], kaä [50]
lége [108]	ljge [60]
tahirh [108]	taharh [60]
íáå [108]	eáå [61]
run1 [108]	runl [75]
fagi [108]	fago [53]
turne [108]	turni [52], torne [55], burne [64]
talata [108]	taldta [63]
48f [108]	4ff [99]
rrel [108]	rrrl [66], rres [67], rrer [74]
ªß [108]	ªl [54], aß [65]
¹º [108]	¹i [60], ¹y [70], ¹k [96], ¹x [62]
tôm [108]	tôi [96], tôn [53]
prcfix [108]	prclix [58]
gujars [108]	gujari [59]
T32 [108]	I32 [52], F32 [83], J32 [51]
kutoka [108]	kuteka [59], kutika [71]
kopit [108]	kopii [58]
isme [108]	esme [73]
ucca [108]	utca [71], ucce [92], ucci [101], ecca [85], uccu [55], unca [93]
liddy [108]	biddy [52]
flnlte [108]	flnite [62]
scon [108]	scol [58], scor [55]
jarum [108]	jarom [51]
jiwo [108]	jawo [70]
tesse [108]	sesse [82], nesse [56], tessa [91], teise [55]
shinbun [108]	shimbun [78]
gaaga [108]	baaga [62]
meera [108]	heera [60]
perte [108]	perle [65], verte [103]
nesika [108]	mesika [94]
qadim [108]	qadir [60], qasim [85], qadam [101]
bakki [108]	nakki [73], bakke [65]
aoma [108]	aota [82]
oort [108]	rort [62], ourt [67], oorn [54]
doui [108]	loui [75], roui [51]
kuld [108]	kuud [88], guld [67]
nayaa [108]	hayaa [72], nahaa [102]
sat1 [108]	satn [60], mat1 [94]
ihkee [108]	ahkee [65]
252a [108]	252b [97]
saydu [108]	seydu [51]
salamu [108]	salimu [51]
ysq [108]	ysk [63], ydq [73], rsq [89], msq [50], dsq [64]
cirdd [108]	cirda [65]
sirim [108]	girim [68], birim [89], sarim [62]
wa6 [108]	ja6 [82], ya6 [55]
gehad [108]	gehat [65]
ivid [108]	itid [90], ivis [62]
rhon [108]	dhon [59]
ikisi [108]	ikihi [61]
tfal [108]	tfas [52], tftl [71]
wabe [108]	waqe [75]
quedar [108]	quemar [90]
minju [108]	kinju [82], pinju [58]
gwiy [108]	gwic [71]
ennen [108]	engen [72], annen [57], ennan [51]
nnrl [108]	nnil [59]
schee [108]	scher [52]
rirka [108]	mirka [63]
pagat [108]	tagat [52], bagat [59]
o6o [108]	o6b [76], o6a [50], o6n [69], a6o [75]
tlwu [108]	tltu [78]
lelak [108]	lelah [59], letak [62], lemak [89]
imama [108]	isama [78]
puia [108]	poia [83], tuia [104], buia [100]
lhaa [108]	lkaa [61], luaa [77], lhla [52], lhau [81]
pules [108]	pulas [79]
jiat [108]	jiut [51], jiai [50], jint [64], jiag [59]
cait [108]	cais [63]
vacas [108]	vayas [82]
20v [108]	20u [61]
kokoma [108]	kokora [95]
fatr [108]	satr [90], catr [61], watr [71], batr [59]
malha [108]	malba [74]
17S [108]	17J [56]
tlul [108]	tlel [106], ttul [59]
raiv [108]	daiv [68]
ayke [108]	ayle [76]
idus [108]	iduk [57]
sinca [108]	hinca [57], sinsa [57]
kopet [108]	kapet [67]
nyob [108]	nyab [71]
juwe [108]	wuwe [68]
220a [108]	220b [84]
vbcl [108]	vocl [85], vbci [79]
vamwe [108]	kamwe [87]
ctual [108]	itual [82]
avk [108]	axk [106], avw [73], kvk [61], afk [78]
sticksâ [108]	stickyâ [57]
l08 [108]	l0l [63]
dkis [108]	ekis [97]
incon [108]	uncon [74]
74f [108]	h4f [78], 7ff [55], 74e [57]
tsine [108]	tsene [50], isine [60]
aoat [108]	aoaa [86], aaat [90], aoae [51]
lutut [108]	lumut [67], luput [104]
forei [108]	forai [106]
watas [108]	batas [97], katas [75], watai [68], waras [56]
gubam [108]	gubal [100]
iteh [108]	ideh [79]
menem [108]	menek [63], menam [76], melem [72]
riid [108]	fiid [73], jiid [62]
INDE [108]	INTE [68]
relev [108]	relea [61]
th3t [108]	thdt [79], thgt [56]
rnany [108]	inany [93]
mefa [108]	meva [85]
kabiir [108]	kebiir [64]
ecee [108]	emee [87]
d61 [108]	m61 [104], d6l [58], d6d [63], a61 [55], h61 [106], d6t [85], dt1 [50], s61 [83]
xwas [108]	xway [104], hwas [83], swas [88]
ncti [108]	ncli [50], nsti [57], ucti [72], icti [56]
chato [108]	chano [63], chalo [94], choto [83]
wesia [108]	wasia [65]
udun [108]	uxun [95], udud [72], uwun [78]
11M [108]	11L [58], 11W [61], 11V [59], 11H [95]
nawm [108]	nawt [67], nawh [93]
idla [108]	udla [87], iela [72]
obaa [108]	obia [74], ofaa [52], omaa [57]
apura [108]	akura [75]
VOI [108]	LOI [55], NOI [101], VOO [52], HOI [95], BOI [54], MOI [105], TOI [82], VUI [83], VEI [76]
xxn [108]	xxm [50], xxl [72]
tjil [108]	njil [99], tfil [99], tjij [52], jjil [65]
pillowâ [108]	willowâ [55]
narin [108]	nayin [67], nerin [63]
ehte [108]	ehre [71], efte [59]
manit [108]	manih [57], panit [71]
asika [108]	adika [97]
pedda [108]	padda [70]
susur [108]	susua [99], susuh [54], kusur [61]
waxay [108]	waxaa [60], watay [62]
andag [108]	endag [80]
gbla [108]	gblo [82]
papay [108]	papaa [58], papak [107]
nyeni [108]	nyoni [101]
nyena [108]	nyona [52], nyela [63]
in0 [108]	an0 [85]
konse [108]	wonse [56], ponse [71]
kukan [108]	kudan [81], kikan [55]
iivre [108]	vivre [105]
hkay [108]	kkay [70], tkay [53], nkay [57], hway [104]
isini [108]	isine [60]
219a [108]	219b [94]
kozin [108]	kotin [97]
squinting [108]	squirting [89]
tauq [108]	thuq [93], taud [92], tuuq [65]
ipap [108]	ipas [76], ipaq [57], ikap [61]
purda [108]	yurda [83], kurda [102]
fhat [108]	mhat [52]
qaae [108]	taae [55], qaaj [54], qaaw [63], qaan [93]
bipi [107]	bivi [50], bopi [56]
sonze [107]	senze [68]
lyii [107]	leii [82], cyii [59]
gholi [107]	ghoti [53]
yais [107]	xais [52], cais [63], yaxs [82], jais [76], yail [102], yars [54]
rezo [107]	reho [62]
ihg [107]	icg [63], ibg [92]
dhya [107]	bhya [66], dhra [58]
oyf [107]	gyf [55], oym [66], dyf [72]
eehk [107]	hehk [71], eehi [98], mehk [83], eeha [70]
rnil [107]	rnll [57], rnir [55], nnil [59]
olma [107]	ulma [52]
uuas [107]	uuar [51], udas [97]
hinau [107]	kinau [71]
urll [107]	urlt [61], lrll [61], trll [98], ufll [56], utll [58]
lekk [107]	nekk [99]
sabay [107]	salay [82], sabal [105]
bulanj [107]	bulany [56]
6sa [107]	6da [92], 6sr [50], 6ya [85], 6se [79], 6so [87]
hasen [107]	aasen [74]
inguc [107]	ingun [56]
kwaro [107]	kwabo [63], kworo [81]
garag [107]	garar [97]
silak [107]	silap [67], dilak [70]
mitn [107]	titn [95], sitn [70]
houden [107]	zouden [88]
llst [107]	llnt [53], llsh [53], llrt [76], llmt [64]
morom [107]	sorom [70], korom [101]
dings [107]	lings [57]
freckles [107]	freckled [74]
mimu [107]	iimu [83], mimy [50], micu [75]
ãç [107]	ãq [61], ãg [104], ãf [95], ãm [76], fç [75]
zabr [107]	kabr [78], zahr [96]
àté [107]	àgé [59]
tooma [107]	toola [96]
lern [107]	jern [50], rern [64], lerd [53]
svoj [107]	tvoj [75]
c5e [107]	c5a [90]
prcd [107]	prcc [66], prcr [50], prcp [67], prcf [66], prcl [50]
kajirri [107]	majirri [69]
momos [107]	momon [70], momok [75]
gigo [107]	yigo [75], figo [84], zigo [56]
chami [107]	chemi [55]
thoni [107]	thone [103], thini [83]
hamaa [107]	lamaa [70], samaa [55]
iinl [107]	iifl [65], rinl [50], cinl [70], iirl [73], iinn [75]
sit1 [107]	sitj [59], sitl [88]
3go [107]	vgo [66], 3ao [53], 3wo [63], cgo [92], ygo [71], 3no [55], 3lo [102], zgo [87], 3ga [85], 3ko [78], 3io [58], 3ho [91]
222a [107]	222b [62]
sdan [107]	rdan [78]
umpan [107]	ampan [72]
maldâ [107]	baldâ [92]
egn [107]	hgn [85], ewn [83], efn [75], jgn [88], egd [94]
ikele [107]	ilele [61]
fdg [107]	fdk [53], fgg [50], fds [67], gdg [69]
olag [107]	olaj [73], ulag [70]
ashkenazic [107]	ashkenazim [72]
utai [107]	utui [73], usai [86], utli [57], utaq [81], ugai [79]
igami [107]	ikami [57], igamu [52]
vrk [107]	lrk [101], vrd [67]
xeel [107]	xeen [58]
VR2 [107]	VRS [86], VRQ [85], DR2 [70]
dzum [107]	dzim [74], dyum [60]
elid [107]	llid [84], flid [51], tlid [87], ilid [102]
nanit [107]	napit [88]
tlhe [107]	tlha [55]
boyes [107]	boyer [61]
dlal [107]	hlal [74]
meman [107]	miman [74]
zjit [107]	sjit [83], zjtt [59]
conjugal [107]	conjugat [99]
mikono [107]	mukono [103]
S37 [107]	R37 [50]
xonde [107]	conde [70]
vian [107]	viae [59], vean [55]
ekhu [107]	ethu [59]
ÄÓ [107]	MÓ [60]
tontik [107]	tohtik [64]
yaç [107]	maç [73]
molazh [107]	bolazh [65], dolazh [50]
gbaâ [107]	mbaâ [71]
talx [107]	talf [50]
2Ã [107]	EÃ [63], UÃ [63]
nips [107]	pips [96]
GAJ [107]	LAJ [68]
putuk [107]	butuk [51], puluk [83]
junmi [107]	yunmi [78]
followsâ [107]	followss [80], followsa [63], followsi [62], followst [89]
COUGH [107]	ROUGH [59]
yaangu [107]	waangu [104]
kwello [107]	kwellu [79]
ncar [107]	noar [70]
baruuh [107]	baruuk [106], batuuh [58]
njb [107]	wjb [54], djb [63], njw [106], rjb [67], sjb [59], nbb [105], ncb [82], ntb [97], njp [81]
bwak [107]	rwak [58], bhak [69], pwak [77], dwak [91], mwak [69], bwal [64], bwam [102]
kilk [107]	kilp [56], kilr [86], kilm [98], kllk [63]
wakala [107]	wamala [65]
kaibigan [107]	caibigan [64]
óí [107]	óc [50], qí [101], óq [53], óg [99], óf [66]
weled [107]	beled [82]
gimo [107]	gimu [84], giko [53]
a7r [107]	axr [90]
989b [107]	989a [98]
llhl [107]	lldl [55], hlhl [84], llrl [79]
mooa [107]	booa [72], moou [54]
winde [107]	wirde [88], winge [58], vinde [58], rinde [61]
nôo [107]	kôo [68]
teene [107]	meene [91]
EKI [107]	ETI [51], ERI [70]
nipon [107]	nipan [70], dipon [54]
igwe [107]	ogwe [76], ighe [59]
ogip [107]	ogik [54]
fraz [107]	braz [50]
alowa [107]	aloba [62]
3inpx [107]	3anpx [103]
juro [107]	julo [60]
takun [107]	makun [90], nakun [62], takul [64]
samd [107]	sakd [50], hamd [104], samn [94], sabd [75], saml [99]
tjhi [107]	tjbi [80], tthi [96], tjhu [50]
ilye [107]	ilyo [78]
mudan [107]	kudan [81]
slae [107]	slaw [66], slal [63]
PEU [107]	PEE [72], PDU [99], PEG [82], PEI [55]
afrikanischen [107]	afrikanischer [53]
hasar [107]	nasar [89], hakar [55], hasal [71], hanar [53]
1ff [107]	vff [67], xff [52], 1tf [53], 1nf [51], 1lf [52], 1fe [50], qff [74], 1fa [54]
t5e [107]	t5a [64], t5r [68], i5e [68]
fict [107]	lict [61], tict [56]
ahol [107]	ahot [84], ahfl [58], ahtl [80]
ufuna [107]	afuna [53]
owie [107]	ofie [90], awie [95], otie [55]
hotd [107]	totd [91]
piila [107]	paila [80]
ubho [107]	ubha [78]
puana [107]	vuana [50], poana [70], buana [50]
tavaka [107]	tabaka [82], tamaka [77], talaka [103]
mammi [107]	mammu [86], mimmi [82], sammi [78], lammi [59], mamii [59], maimi [61]
mordre [107]	tordre [62]
botli [107]	boili [52]
xtca [107]	xtci [50]
durung [107]	dudung [88]
keima [107]	keimo [66]
oisi [107]	oiii [93], oioi [60], oili [68], uisi [68]
llma [107]	tlma [69], llml [72], llga [62], llra [64], llka [90], llpa [55]
sitii [106]	aitii [55]
xaxe [106]	kaxe [78]
ampah [106]	ampar [66], ampan [72]
phad [106]	phod [79], phab [50], phud [62]
txaa [106]	tnaa [81], lxaa [85], txai [59], axaa [76]
worte [106]	wolte [57]
sabara [106]	babara [59], samara [75]
debit [106]	decit [72], debet [54], debat [59]
tuesdayâ [106]	tuesdays [51]
adwa [106]	adwo [71], adla [71]
perma [106]	perka [84]
axad [106]	apad [63], axaa [76]
a2a [106]	p2a [101]
is5 [106]	ii5 [102], as5 [83]
fo1ms [106]	fotms [76]
ayati [106]	alati [73]
atman [106]	arman [99]
vald [106]	mald [88]
ngoyo [106]	ngono [81], ngoye [60], ngayo [71]
kria [106]	kuia [102], cria [66]
iifa [106]	fifa [68]
lgë [106]	loë [85], leë [78], luë [56]
mvs [106]	mgs [103], mvr [64], mfs [61], mvd [69], mhs [86]
tolle [106]	tolli [58], golle [57], tolla [51]
or4 [106]	tr4 [64], orx [70]
walija [106]	waliji [63]
marree [106]	marrek [73]
eyam [106]	edam [84], eyag [87], emam [80], eyas [80]
atob [106]	adob [98]
presto [106]	presso [60]
a1p [106]	b1p [92]
simau [106]	simai [105]
raang [106]	raanj [62], raano [54]
saiatu [106]	salatu [56]
barí [106]	parí [91]
íá [106]	eá [53], íf [89], íq [69], oá [81], íj [92]
íã [106]	íf [89], íq [69], íj [92]
yatna [106]	yauna [55]
functiona [106]	functioni [52]
outi [106]	ouri [77], outo [93]
itac [106]	itab [82], itae [67]
savana [106]	satana [91]
vaere [106]	viere [67]
ttak [106]	ttao [54], ttok [59], tiak [102], ltak [62], tbak [59], etak [98]
airy [106]	wiry [75], ainy [74], miry [90]
42â [106]	c2â [53], 42f [94]
kambak [106]	kambek [68], hambak [95]
looped [106]	lopped [104]
PABS [106]	TABS [83], AABS [84]
ptng [106]	mtng [89]
thudu [106]	thuru [81], thulu [51]
irnu [106]	ilnu [82]
yarak [106]	yacak [79]
weji [106]	deji [76], seji [68]
irib [106]	irij [83], ilib [55], itib [67]
uhki [106]	uhkf [72], uhpi [64], unki [54], uhti [94]
lo5 [106]	li5 [93], do5 [70], so5 [90], mo5 [52], no5 [84]
generis [106]	veneris [55]
fsp [106]	ffp [79], fjp [92], fmp [51], fsk [60]
niraq [106]	nirai [105]
tumam [106]	tunam [65], tomam [50]
huay [106]	huaj [54]
tsani [106]	tsaki [66], tsuni [51]
1ip [106]	1im [104], 1ep [69], 1iu [73], 1ap [97]
AOH [106]	ALH [68]
j_a [106]	j_j [64]
beid [106]	besd [62], beld [51]
sareru [106]	saseru [83], rareru [79]
kalem [106]	kalum [91], kalel [54], kalim [60], walem [52]
ST3 [106]	SJ3 [60], STH [101], STU [100]
amq [106]	imq [68], axq [59]
sn2 [106]	sl2 [55]
bualu [106]	bialu [51]
puspa [106]	puska [66]
oleg [106]	aleg [67]
panz [106]	panf [60]
ya9 [106]	xa9 [61], yi9 [71]
nyox [106]	ndox [86], ngox [55]
akoh [106]	apoh [60]
mnogo [106]	mnoho [54]
khwai [106]	khlai [57], khrai [64]
padna [106]	pauna [81], padda [70]
mocht [106]	kocht [52], tocht [70], nocht [91]
peyar [106]	piyar [96]
MS2 [106]	IS2 [55]
itew [106]	itiw [56]
shuga [106]	chuga [50], shula [59], shuda [98]
tley [106]	tlty [59]
abolo [106]	gbolo [58]
ch1ld [106]	chtld [56]
kandha [106]	tandha [59]
4be [106]	qbe [69]
DAI [106]	HAI [100], SAI [89], WAI [80], DUI [90], NAI [85], RAI [75], DRI [53], DDI [54], JAI [50], DAK [73]
uleg [106]	ileg [67]
TOD [106]	TOR [95], OOD [87], TOJ [67], BOD [98], NOD [51]
2serg [106]	2perg [70]
nahko [106]	nahki [82], nahno [94], wahko [52]
ibara [106]	ibura [50]
kokos [106]	kolos [60], kokor [103], kokoh [72]
maste [106]	masto [62]
inork [106]	inori [63]
igini [106]	ikini [57], agini [57]
betha [106]	jetha [58], belha [50]
dagin [106]	digin [82], wagin [56], danin [96], dahin [77]
käl [106]	käm [59], väl [50], täl [70]
wéle [106]	méle [93], wéla [103]
twat [106]	tmat [76]
73â [106]	73d [71], 73f [65]
sput [106]	skut [73], suut [68]
tinie [106]	tinde [81]
_gd [106]	_id [102], bgd [96]
yryw [106]	yrfw [65]
tatd [106]	tatm [62], takd [53], totd [91]
palad [106]	palaj [75]
mared [106]	marel [55]
qanta [106]	qatta [80], qayta [55]
virera [106]	virara [63], varera [53]
frate [106]	brate [75]
beida [106]	baida [98]
muddled [106]	muddied [98]
kurban [106]	qurban [83]
hayl [106]	wayl [99]
njun [106]	nkun [58], rjun [100], nbun [52], tjun [61], nsun [50], njul [50], djun [68]
ccw [106]	cnw [52], jcw [80], crw [86], ctw [94], tcw [104], cdw [51]
dudj [106]	gudj [57]
iuri [106]	ilri [71], iuni [81], iuli [92], iuti [73]
sat5 [106]	dat5 [51], sut5 [56], bat5 [52], hat5 [89], kat5 [104]
fuia [106]	feia [81], kuia [102], tuia [104], auia [50], nuia [70]
8it [106]	8et [67], 8ii [95], 8tt [98], 8in [104]
semel [106]	semet [78]
tumed [105]	bumed [57]
yzt [105]	ygt [80], yjt [68], szt [87]
gòa [105]	gòg [79], gòe [62], gòs [56]
cnsc [105]	cncc [88]
neom [105]	niom [78], neam [67]
baláy [105]	baliy [56]
vudu [105]	fudu [99], vudi [102]
tikh [105]	takh [87], tieh [52], tikl [56]
prais [105]	praim [50]
kiili [105]	kiiii [92]
matig [105]	malig [73]
TAKES [105]	TAKEN [59], MAKES [53]
wirang [105]	wiring [50], wilang [54]
m6s [105]	g6s [55], m6l [58]
kwane [105]	kwany [60]
hyponyms [105]	hyponymy [54]
qamali [105]	kamali [83]
rets [105]	reth [86], retl [86]
senaw [105]	sinaw [103]
vnd [105]	vrd [67], vny [83], vnp [103]
lyec [105]	liec [63], lyen [70]
gatsi [105]	gutsi [64]
lloo [105]	looo [104], lioo [93], llbo [53], llko [75], llor [86], llou [70]
ndmuq [105]	ndtuq [68], namuq [99]
enut [105]	enat [84]
DANG [105]	SANG [66], BANG [85]
povi [105]	povu [86], sovi [88], pova [56], poai [88]
cyam11 [105]	byam11 [59], syam11 [94]
oati [105]	oani [97]
toura [105]	toure [57]
petii [105]	setii [59]
ittsa [105]	ittsi [51]
gaoa [105]	ghoa [54]
gunde [105]	gudde [66], gonde [86], ginde [59], gande [103]
v1hich [105]	vlhich [80]
tlml [105]	tlma [69], tlfl [98], tlmi [51], llml [72]
tikon [105]	nikon [58]
empi [105]	emii [89], emsi [72], emei [88]
osd [105]	ohd [64]
bidar [105]	bigar [58]
piid [105]	piiv [57], jiid [62]
tlua [105]	tiua [99], tlca [59]
ujang [105]	usang [53], uwang [71]
uwsg [105]	uwso [75], uwsa [98]
úná [105]	hná [82], úwá [74], jná [55], úng [102], nná [68]
2iâ [105]	2il [88], 2aâ [57]
kirika [105]	kirjka [56]
òò [105]	òu [52], òp [56], òs [75], òy [86], òf [56], aò [87], òa [65], òb [95], xò [82], cò [51], òo [68], òh [65], òk [102]
tinii [105]	ninii [59], tinia [56], dinii [87], tinei [53]
mbiya [105]	abiya [93]
potto [105]	potte [62]
agle [105]	agwe [104]
kulâ [105]	kult [89], kilâ [99]
ninq [105]	dinq [52], kinq [91]
dtdi [105]	otdi [91], dtoi [68], etdi [53]
zuna [105]	zula [61], zuza [64]
malofo [105]	maloto [54]
khait [105]	khaet [70], khaih [71]
här [105]	mär [72], där [66], hän [67], när [59], lär [69]
sembra [105]	sombra [72]
girara [105]	virara [63]
adada [105]	adasa [60]
thto [105]	thco [59]
siddha [105]	siddhi [55]
adree [105]	avree [77]
wapat [105]	wapal [65]
babili [105]	babiri [93]
tributes [105]	tributed [83]
aatim [105]	aatii [74]
ikud [105]	ikad [51]
nawii [105]	nawit [59]
exf [105]	epf [77], ixf [102], egf [83]
murane [105]	mugane [56]
wooto [105]	mooto [67], gooto [55]
sofu [105]	nofu [72], safu [82]
nonno [105]	nanno [69]
WU2 [105]	WUN [52]
ahmo [105]	ahzo [87]
tßá [105]	ttá [51], taá [76], tyá [83]
rbm [105]	rby [95], rbv [90], rwm [94], cbm [86], rbh [74], ubm [58], rpm [83], rfm [94], sbm [104]
korna [105]	korwa [72], kirna [50]
kurj [105]	murj [51], nurj [94], durj [79], lurj [61], burj [81], purj [50], kurp [54], rurj [60]
dinoh [105]	sinoh [59]
auz [105]	ouz [55], aoz [66]
sn3 [105]	snv [78], snk [93], sk3 [50], snq [96]
ñáå [105]	eáå [61]
huina [105]	quina [99], huica [52]
gùñ [105]	gùn [93], gùl [79], ghñ [62]
kakun [105]	kadun [82], dakun [79]
recta [105]	recti [50], resta [95], recte [72]
thatl [105]	thatj [54]
tooe [105]	toae [95], dooe [83], booe [89], toue [67]
dvoq5 [105]	gvoq5 [68], lvoq5 [73], mvoq5 [64]
iv3 [105]	ij3 [57], ivh [65], cv3 [83]
0an [105]	0aa [51], 0am [55]
YHW [105]	JHW [70]
boola [105]	toola [96]
nahia [105]	kahia [87]
síg [105]	síi [63], tíg [53]
gathu [105]	wathu [97], kathu [66]
ikoka [105]	iroka [54], ikona [104]
1plexcl [105]	iplexcl [70], 1plexca [99], 1plexcs [72]
i6o [105]	l6o [62], i6i [97], x6o [63]
ecey [105]	icey [51], erey [58], ecek [87], ecet [64]
perdi [105]	verdi [80]
wcu [105]	wfu [56], wcf [50], gcu [68], wmu [58], wcn [95]
wiiy [105]	wiig [50]
imag [105]	imae [68], imac [64], idag [89]
ãù [105]	uù [52], ãq [61], ãg [104], ãf [95], ãm [76]
6ts [105]	gts [102], qts [72], 6tl [85]
masya [105]	mayya [78]
mboe [105]	mmoe [72], mbae [86], mbue [56]
gaabi [105]	jaabi [81]
ybu [105]	pbu [97], yvu [67], ysu [94], yju [64], ybn [68]
euc [105]	euj [93], ekc [83], ejc [88], ebc [84]
èè [105]	èz [52], xè [93], zè [72], eè [71], oè [87], èl [86], èa [67], èg [71], èd [85]
stund [105]	stond [71]
seyo [105]	meyo [104]
I07 [105]	II7 [75]
kariyarra [105]	karimarra [73]
kisil [105]	kikil [66], kisik [75]
sigur [105]	siger [95]
tciri [105]	tcifi [51]
ip1 [105]	ipb [51], op1 [101], lp1 [76], jp1 [103], io1 [55], iu1 [66]
motl [105]	moty [101], potl [77]
th9 [105]	tl9 [57], ts9 [66]
iranskie [105]	iranskih [64], iranskoe [87]
gyara [105]	gyala [51]
tvan [105]	tgan [66]
cbs [105]	fbs [54]
tondu [105]	tindu [54]
auqa [105]	vuqa [55], auva [71]
WIY [105]	JIY [59]
bòl [105]	wòl [70], bòr [94]
seedsâ [105]	weedsâ [59]
jargi [105]	jardi [85]
assert2 [105]	assertl [50]
pwae [105]	lwae [56], awae [57], iwae [54]
eraâ [105]	oraâ [91], praâ [51], etaâ [86]
cige [105]	ciye [68], mige [95]
ffã [105]	feã [74], ifã [52], afã [90], ftã [65], fuã [51], foã [69], flã [77]
tumul [105]	tumuh [54], tumun [102]
edet [105]	idet [76], edei [63], eyet [88], edem [69]
tuve [105]	nuve [94], tuvo [83]
medem [105]	pedem [62], merem [73], memem [68], meder [53], melem [72]
arora [105]	arera [72], abora [88]
1pres [105]	ipres [65]
asao [105]	amao [87], asbo [53]
substantivizer [105]	substantiviser [50]
id6 [105]	idv [92], ig6 [59], ip6 [67]
sawar [105]	sanar [78], savar [58]
9ts [105]	gts [102]
224a [105]	224b [79]
oralâ [105]	orals [75]
io8 [105]	ro8 [80], ii8 [73]
magus [105]	magum [56]
nmot [105]	nmat [65]
1935a [104]	1935b [79]
babat [104]	gabat [63], bagat [59]
CV2 [104]	CVO [50], CVP [59], CVX [70], CVI [93]
ke² [104]	ki² [75], pe² [55]
avare [104]	asare [65], arare [87]
roog [104]	noog [95]
bitsa [104]	biisa [79], botsa [91]
casava [104]	kasava [50]
RESE [104]	ROSE [60]
simt [104]	sixt [67], simj [51]
kwano [104]	kwany [60]
8he [104]	8be [53]
jurra [104]	turra [85]
guis [104]	cuis [65], gues [97]
slccp [104]	slcep [72]
koimo [104]	koima [54]
baaki [104]	baaci [58], vaaki [95], baari [91]
kicu [104]	micu [75]
kakoe [104]	kakon [97], kokoe [95]
bu2 [104]	gu2 [57], lu2 [97], cu2 [73], mu2 [101]
enqa [104]	snqa [51]
follow1ng [104]	followlng [89]
waachwe [104]	yaachwe [86]
atasa [104]	alasa [99], itasa [55]
fent [104]	feft [67], jent [64]
igua [104]	ugua [52]
do³³ [104]	to³³ [54], da³³ [54], jo³³ [51], du³³ [85]
mercado [104]	marcado [80]
adiya [104]	adika [97], akiya [60], agiya [61]
ufia [104]	uaia [65]
grünberg [104]	grunberg [68]
hamme [104]	kamme [72]
namini [104]	namina [102]
âµë [104]	âµa [78], âµo [67]
ateng [104]	afeng [65]
TAKI [104]	TANI [50]
sôn [104]	tôn [53]
tentâ [104]	rentâ [73]
tattu [104]	tatti [86], tatto [94], lattu [63]
mbatu [104]	mbutu [74]
potï [104]	podï [84]
emlu [104]	emmu [54]
uika [104]	uiya [69], uija [62]
