Word	OCR variants
jpi [486]	lmpi [53], jmi [283], jifi [128], jzi [108]
mo35 [486]	mau35 [96]
pikir [485]	fikir [303]
llii [485]	llti [159], lllli [110]
VPA [485]	VOA [155]
massacre [485]	massacres [94]
raak [485]	kaak [379]
_in [485]	jein [194]
howling [485]	growling [368]
DISJ [485]	DISP [73]
crowing [485]	croaking [158]
rbal [485]	rbial [182]
yuru [485]	yundu [163], yurra [191], yunu [295], rnuru [125]
hahn [485]	hahl [58]
lvi [485]	lva [454]
inquiring [485]	enquiring [245]
tlaou [485]	tltou [65], tliou [126]
tumba [485]	tumbo [197], rumba [134]
3sgnfoc [485]	3sgffoc [96], 3sgmfoc [127], 3sgnefoc [52]
naus [485]	taus [258], neus [83]
rogative [484]	rrogative [77], rogatives [89]
lapha [484]	lapho [160]
gisa [484]	gosa [415], gesa [230]
nook [484]	kook [354], wook [132], dook [235]
asis [484]	hasis [103]
balk [484]	balky [86]
veps [484]	yeps [189]
nguu [484]	nguri [175], nganu [349], nginu [126], ngamu [389]
ngum [484]	nguwo [118], nguwu [51], ngubu [110], ngurl [70], ngim [205]
publ [484]	publi [192]
duc [484]	oduc [56]
abat [484]	abak [330]
kavango [484]	okavango [196]
autosegment [483]	autosegments [177]
gunung [483]	gunong [150]
seru [483]	beru [446]
deren [483]	dessen [340], denen [434]
paas [483]	paai [189]
xoh [483]	xah [409], xow [413], xoc [366], xoq [280]
engko [483]	sengko [164]
wagi [483]	wandi [466]
appeals [483]	appealed [245]
nagan [483]	lagan [256], nawan [167], nagay [107], wagan [113], nasan [72], nanan [301], nangan [199]
pish [483]	tish [462], kish [430], mish [480]
cvs [483]	cvss [162]
reci [483]	refi [257], resti [81], rece [366]
woken [482]	awoken [93]
rnâ [482]	wnâ [188], snâ [167], rfâ [153], dnâ [122], rlâ [355], jnâ [156], cnâ [231], mnâ [254], lnâ [469]
donga [482]	fonga [51], dongo [339], denga [261]
wese [482]	wende [370]
gö [482]	fö [250], ngö [148], hö [352], akö [52], lö [440], bö [388], vö [115], waö [133]
slug [482]	slush [121], slugs [64]
naun [482]	namon [195], naug [105]
FOOT [482]	SHOOT [210]
mu1 [481]	muin [227]
bined [481]	bines [156]
pa2 [481]	ma2 [463], ta2 [466], ka2 [396], ra2 [188], sa2 [223], pu2 [111]
kapur [481]	kapor [61]
wame [481]	wawe [224]
takut [481]	takot [139]
asses [481]	dasses [79], lasses [201]
kanin [480]	kamin [459]
arne [480]	artne [63], areke [59], arle [96], merne [216], artwe [388]
jono [480]	jone [364]
isf [480]	fsf [201]
an3 [480]	in3 [362]
tuqu [480]	tuqut [83]
adornment [480]	adornments [147]
edin [480]	eding [149], ordin [201]
tmp [480]	ttp [466], pmp [166], tmw [160]
sews [480]	chews [323]
gka [480]	gke [117], gku [170], uaka [106]
soto [480]	sotto [121]
lelei [480]	lenei [132]
kør [480]	køh [225], dhør [67]
ngem [480]	ngeh [116]
copu [479]	copul [174]
ished [479]	uished [115]
diar [479]	tiar [255], miar [196]
shite [479]	sugite [60]
inflate [479]	inflame [113]
mji [479]	mvi [321], iiji [206], mjo [185], bji [196], meji [167]
moravian [479]	moravians [134]
03S [479]	03P [113], D3S [105]
ldn [479]	lcn [369], lnn [399], uldn [55], dldn [76], fdn [106]
sede [479]	fede [126]
81a [479]	81b [384]
jda [479]	ddda [80], jfa [256], jdi [314]
adp [479]	modp [166], advm [126], advj [50], aspp [456], advt [129], auxp [172]
indl [478]	lndl [103]
lwak [478]	lwayr [53], lway [88]
yaoa [478]	yaoii [60], avaoa [60]
lepe [478]	mepe [251], kepe [346]
wanna [478]	waana [130]
lise [478]	alise [62], lize [116]
cira [478]	cinna [216], fira [350]
tpr [478]	rpr [327]
atd [478]	atll [90]
tsang [478]	tsung [189], tsong [123], tshang [80]
5j [478]	icj [202], glj [136], vlj [110], cfj [184], clj [310], csj [148], gtj [129], tfj [411], jsj [245], rtj [380], ocj [117], ffj [198], rfj [253], djj [193], bgj [72]
kû [478]	yû [165], nû [240], tû [200]
baniwa [478]	baniva [116]
rubâ [478]	rukâ [127], robâ [91]
suya [478]	skoya [73], puya [363]
enid [478]	enian [118]
kiyi [478]	kinyi [440]
versity [477]	iversity [138]
lobi [477]	losi [300]
aisi [477]	weisi [90]
neg1 [477]	negl [208]
lõ [477]	rõ [421], fõ [62], jõ [151], tõ [238], iõ [215], sõ [350], hõ [106], võ [87], ldõ [60], oõ [72], yõ [186], cõ [76], xõ [180]
ayenge [477]	atyenge [96], arlenge [109]
uwana [477]	uwena [51], suwana [339], kuwana [221]
accu [477]	actu [265]
xtu [477]	xku [307], xsu [72]
misu [477]	mishi [160], mihu [134]
ka55 [477]	ko55 [60], ha55 [237], ma55 [264], la55 [113]
11l [477]	1ll [458], 11f [222], 1tl [226], 11n [381]
stak [477]	stek [108]
tsut [476]	tset [344], tcut [69]
palenquero [476]	palenqueros [232]
sabar [476]	sabaya [51]
sabab [476]	sabap [185], sebab [397]
dese [476]	deye [130]
occa [476]	occas [168]
DTV [476]	QTV [416]
tupe [476]	tope [385]
zoh3 [476]	noh3 [106], yoh3 [176], zhoh3 [94]
gomo [476]	gumo [256]
hko [475]	eiko [94], lko [412], haho [179], ohko [112], hkon [97], hupo [64], hoio [75], hmo [321], woko [452], iiko [160]
exo [475]	erro [168], expa [98], exal [81]
sny [475]	snw [220], snid [192]
cache [475]	caches [64]
dft [475]	naft [106], dfl [429], tfft [57], yft [285], dnt [358], xft [94]
choo [475]	choh [298], thoo [425], choe [245], phoo [129], khoo [326]
damo [475]	anamo [52]
bude [475]	barde [61]
niar [475]	riar [102]
voâ [475]	vowt [59], eoâ [310], vlâ [114], vmâ [152], uoâ [179], vowâ [75], vowc [86], vowl [75]
formalism [475]	formalisms [179]
APO [475]	IPO [118]
ican [475]	icar [183]
woto [475]	wito [125], woso [338], weto [127]
iate [474]	riate [146]
kanka [474]	kalka [203], kunka [121], kanja [115]
xatl [474]	xati [235], yatl [153]
koga [474]	kova [383], kokia [110]
aib [474]	aisu [64], aice [95]
peul [474]	peui [108]
SDW [474]	SDD [164], SXW [74]
I_18JUNIO [474]	II_18JUNIO [456]
fola [474]	foli [285]
cussed [474]	scussed [81]
HED [474]	HEG [218]
àye [474]	àbe [85], àde [85]
inci [474]	unci [424]
tbere [474]	tllere [72], tltere [92], tbcre [66], wbere [217]
quots [473]	lquots [54]
idza [473]	idzi [370], inza [431], idzo [83]
3SUB [473]	ISUB [273]
huel [473]	cuel [89]
buan [473]	zuan [58], boan [81]
1W [473]	IIW [161]
oram [473]	moram [82]
æthe [472]	æthis [60]
iá [472]	kpá [113], gbá [232], yoá [201], alá [261], bwá [53], uná [110], adá [74], uwá [93], biá [112], iná [336]
walal [472]	walala [298]
nalla [472]	nallaa [77]
naani [472]	naari [99], kaani [242], gaani [122]
sard [472]	sarr [308], sarp [137], sarga [56], saram [186], sarm [226]
unser [472]	unsere [161]
baana [472]	baala [337]
poorer [472]	poorest [168]
adak [472]	adai [386], asak [394]
genda [472]	yenda [234], kuenda [193], gyenda [56], wenda [112]
efore [472]	bcfore [116]
manh [472]	mlnh [111], sanh [126], danh [215]
lebu [472]	lebok [56]
ngoah [472]	ngoahi [80]
z1 [472]	zle [142], ztl [105], zll [217], ri1 [268], nd1 [162], ml1 [157], lj1 [100], tf1 [107], ts1 [372]
ghl [472]	ghr [380], ghs [134]
tupã [471]	tupf [82]
uje [471]	boje [106], uqe [57]
stal [471]	stas [145], stel [263]
tabulation [471]	tabulations [149]
voli [471]	foli [285]
yiye [471]	aiye [296]
HAD [471]	DEAD [198]
mack [471]	mick [170]
deit [471]	sheit [60], deil [134]
VIC [471]	NIC [107], VFOC [90], VICS [187]
makasae [471]	makasai [120]
hemacandra [471]	hemachandra [60]
tamar [471]	gamar [174]
yinti [471]	yintu [52], kinti [216], yiiti [83]
knu [470]	ksu [376], qnu [79], kfu [99], shnu [64], lunu [109], kdu [205]
QDO [470]	LFDO [315]
stol [470]	stul [200]
AFR [470]	NFR [137]
walak [470]	lalak [284]
waata [470]	baata [182], waati [216]
8C [470]	8B [338], IOC [322], 8D [233]
semiotic [470]	semiotics [111]
durra [470]	durrah [83]
nyana [470]	nyara [371]
eff [470]	effe [144]
givc [470]	givee [75], givo [314], gavc [207]
egite [470]	egiteu [136]
cukanu [470]	fiukanu [154]
liwa [470]	lowa [320]
iea [469]	ieb [144], ilsa [77]
marci [469]	marni [262]
pelyo [469]	relyo [84], kaelyo [115], nelyo [162], epelyo [132]
worda [469]	wordo [184], wordn [71]
nationalism [469]	nationalist [312]
batho [469]	bathu [149]
corm [469]	corms [202], corns [295]
ganehi [469]	ganehil [163]
dyad [469]	dyads [176]
denomination [469]	denominations [290]
_3 [469]	_f [387], mu3 [84]
uran [469]	ujan [210], taran [301], udan [376], jiran [128]
indepen [469]	independ [407]
putri [469]	puteri [60]
ains [469]	ained [178]
ruw [468]	riw [421]
arun [468]	adun [132]
siyá [468]	silá [154], niyá [361]
pyo [468]	phao [65], pyb [89], pyd [168], pyei [123]
arii [468]	irii [412], urii [255], amii [301], mirii [68]
fascicle [468]	fascicles [83]
drau [468]	erau [287], eirau [150]
sumi [468]	susi [358], zumi [70], sudi [320]
storey [468]	storeys [78]
hermano [468]	hermanos [79], hermana [190]
on1 [468]	ol1 [138], ou1 [182], ln1 [128], onf [301]
shred [467]	shreds [260]
adjectif [467]	adjectifs [435]
exclam [467]	exclama [81]
EPP [467]	ECP [425]
mwaka [467]	mhaka [74], myaka [64], miaka [231], mpaka [405]
toge [467]	toget [252]
siim [467]	siik [304]
ha3 [467]	havs [88], ma3 [459], havt [129], hacl [56], ho3 [122], hass [362]
ngayarda [467]	ngayarta [177]
97a [467]	97b [395]
ALLT [467]	ABLT [316]
IVE [467]	ITE [231]
RÄ [467]	BÄ [71], MÄ [157], LÄ [149], VÄ [167], DÄ [133], NÄ [75], CÄ [113], GÄ [67], PÄ [208], TÄ [122], SÄ [116]
irc [467]	tlrc [162], lrc [253], rrc [365], irv [187], ttrc [90], hrc [124]
nyj [467]	njj [219], ngj [256], iyj [159], nyb [124], nyny [142], nyc [245], nyg [162], lyj [160]
waqa [467]	walpa [67], saqa [247]
enf [466]	enef [105], enla [75]
rnan [466]	wonan [182], tnan [244]
gpl [466]	nvpl [73], nhpl [140], napl [101], gapl [58]
fung [466]	shung [76]
tde [466]	jde [447], tdh [139], tdo [370], tdt [322]
olga [466]	helga [125]
sequent [466]	sequenc [300]
kabar [466]	habar [219], khabar [299], kabat [126], kabur [155]
laug [466]	laugs [347]
proâ [466]	prcâ [93], pror [214]
lewe [465]	lenye [80]
anek [465]	aneq [80]
mmâ [465]	mtâ [351], tmâ [444], lmâ [314], mnâ [254]
tuer [465]	tirer [284]
21c [465]	21d [235]
soae [465]	sorne [221]
yuri [465]	nguri [175]
shir [465]	shiro [445]
warâ [465]	barâ [210]
libation [465]	libations [238]
HPSG [465]	GPSG [109]
ctn [464]	titn [95], otn [349]
WMP [464]	CEMP [392]
súm [464]	túm [385], kúm [180]
ío [464]	íe [420], íu [161], ía [382]
3sâ [464]	3plâ [208], 3sgâ [276], 3sam [58], 3soâ [110], 3dâ [61], 3pâ [234]
senor [464]	sefior [51], senhor [178], senora [203], menor [227]
I80 [464]	P80 [111]
wert [464]	hert [265]
SPP [464]	OPP [343]
favoring [464]	favouring [279]
nito [463]	rito [348], lito [429]
85b [463]	85a [461]
amada [463]	namada [77]
kamas [463]	kamass [235]
11s [463]	11n [381], 11r [255]
anau [463]	ananu [84]
hopa [463]	hoopa [339]
maman [463]	mamay [92]
qid [463]	qiq [168], qima [163], qis [410], qir [383]
ngas [463]	ngap [298]
sucks [462]	plucks [171]
inflated [462]	inflamed [190]
tamaf [462]	tamap [194]
roga [462]	rogat [80]
brit [462]	frit [209]
aaku [462]	aagu [172], aako [239], aatu [180]
ingular [462]	lingular [57], slngular [77], aingular [54]
ubersee [462]	obersee [263]
colorful [462]	colourful [305]
mouh [462]	douh [316], louh [101], jouh [326]
aob [462]	nhob [72], daob [252]
doj [462]	nooj [104]
defpl [462]	dempl [69]
khou [462]	khosi [56]
marca [461]	marcas [193]
iß [461]	wiß [75]
3PLP [461]	3PLO [403]
qti [461]	ltti [82], qtu [188], qqi [69], qni [256], llti [159]
roomâ [461]	roofâ [226]
aggregate [461]	aggregates [89]
COP2 [461]	COPI [117], TOP2 [90]
isii [461]	isiii [59], imii [244], isiin [251], iinii [164]
surmise [461]	surmised [188]
feud [461]	feuds [139]
leni [461]	loni [390], leno [174]
CARDINAL [461]	CARDINALS [72]
hogon [461]	hogons [59]
lowly [461]	lordly [134]
jiv [460]	jiij [146], aiv [357], jiz [164]
3sgmunm [460]	3sgfunm [152]
LSG [460]	DSG [112], ASG [431], GSG [386], GASG [55], NASG [159]
bumpy [460]	lumpy [311]
agd [460]	aqd [205], agj [178], dgd [159], ogd [98], agid [60]
dispense [460]	dispenses [117]
äch [460]	jich [364]
circumlocution [460]	circumlocutions [306]
bial [460]	rbial [182]
TLW [460]	MLW [125]
appro [460]	approp [136]
tanâ [460]	tamâ [151], taiâ [119], takâ [196], kanâ [342]
lo31 [460]	no31 [98], gyo31 [51], dvo31 [251], kyo31 [153], gvo31 [184], lai31 [104]
allowance [459]	allowances [88]
babae [459]	babayi [259], babaye [257]
firestick [459]	firesticks [171]
embroider [459]	embroidery [346]
dlm [459]	anlm [153], dlst [203]
mits [459]	mets [362], tsits [124], minis [335]
gans [459]	gons [57], ganse [99]
qee [459]	qle [172]
iur [459]	iuit [64], iuc [182], iuii [118], iud [301], iuo [236]
_L [459]	_U [137], _S [215], _E [189], _A [294], _P [127]
egl [459]	edl [410]
genna [459]	genua [98], gennas [130]
consonante [459]	consonanti [108]
6F [459]	6X [199], 6Q [261], 6M [259]
pi1 [459]	piij [112], piq [362], piih [92], piin [368], piik [354]
beingâ [459]	beingsâ [79]
knuckle [459]	knuckles [435]
iika [459]	iisa [349]
vaya [459]	vayan [143], vayas [82]
pygmy [458]	pigmy [89]
apologize [458]	apologise [141]
30c [458]	30d [223]
vidi [458]	vidim [81], vici [227], videt [52]
mith [458]	meth [235]
marla [458]	marfa [344]
drs [458]	dras [198], drr [298], drl [345], drw [120]
náse [458]	nása [304]
lary [458]	rary [224], ulary [136]
tten [458]	itten [192]
dran [458]	drap [168], drun [131]
dyanu [458]	dyunu [281]
thk [458]	thtn [93], mhk [84]
abm [458]	axim [55]
reali [458]	realiz [201]
labe [458]	labo [455]
bokwe [457]	pokwe [144]
hva [457]	gva [190]
ouse [457]	nouse [82]
interlinearized [457]	interlinearised [186]
gìn [457]	gìr [68], kìn [64]
winaq [457]	winaj [81], winak [110], xiinaq [299]
dica [457]	difa [173]
idnugva [457]	aidnugva [76]
contre [457]	montre [296]
skei [457]	iskei [252]
capitalized [457]	capitalised [137]
E7 [457]	G7 [254], F7 [393], L7 [427], M7 [414], K7 [171], EEE [201]
kaij [457]	koij [337], haij [244], kalj [124], karj [261], baij [375], laij [249]
ftm [457]	ftw [253]
niia [456]	niiga [209]
kitabu [456]	vitabu [100], kitabo [108], chitabu [71]
arua [456]	harua [109]
waia [456]	waiya [419]
ysa [456]	yosa [99], gsa [209], amsa [229]
DEB [456]	DEON [243]
pav [456]	paij [317], parj [138], padl [89], pann [192], pafi [98], patl [273], pary [141], panl [242]
perched [456]	perches [125]
kurta [456]	kurtan [65], kurlka [61]
iazyki [456]	iazyka [283]
jca [456]	taca [282], jci [418]
NQ [456]	VRQ [85], GHQ [83], NIM [137], UXQ [59], NIG [60], XHQ [58], PRQ [67], WHQ [223], NAT [90], DUQ [56]
classiï [456]	classif [351], classifi [327]
monophthongized [456]	monophthongised [65]
spccch [456]	spcech [150], specch [181]
PAS1 [456]	PAST1 [409]
ti13 [455]	tsi13 [117], ni13 [179], mi13 [129], tu13 [71]
hirak [455]	kirak [150]
rendition [455]	renditions [143]
nitu [455]	niaku [66]
NOS [455]	NDS [229]
rusu [455]	rubu [291], ruqu [50]
nupa [455]	nufa [51]
TOV [455]	TOS [103], TWV [115]
dubi [455]	dambi [122]
rumor [455]	rumors [200]
huastec [455]	huasteca [115]
parenthesized [455]	parenthesised [67]
idz [455]	idzi [370], udz [207], adz [360], kodz [57], idzo [83]
deru [454]	dessu [111], kaeru [168], yeru [177]
k6o [454]	n6o [197], d6o [110], t6o [210]
ndyi [454]	ninyi [206]
PL1 [454]	PLI [78], PRO1 [198]
weekend [454]	weekends [131]
dars [454]	daras [212]
redupli [454]	reduplic [308]
buon [454]	muon [303]
irr2 [454]	irrl [290], lrr2 [155]
TPT [454]	TFT [219], EPT [441], QPT [156]
cju [454]	cjan [51], cjai [67]
maaba [454]	maarna [52], maanda [289]
miil [454]	fiil [350], miia [171], biil [277], miiu [108]
subo [454]	subor [312]
elp [454]	eup [133]
beispiel [454]	beispiele [405]
p1s [453]	s1s [157], o1s [193], p1pi [62], a1s [445]
tematean [453]	ternatean [429]
nais [453]	neis [161]
cuatro [453]	quatro [176]
yio [453]	ylo [128]
ka4 [453]	la4 [285], ya4 [135], lia4 [71], ta4 [416], ma4 [264]
OBL2 [453]	OBLI [59]
characterizations [453]	characterisations [143]
viene [453]	vienen [101]
ahw [453]	adw [179], aww [201], aiw [255], atw [324], ahii [353], ohw [74]
melee [453]	melwee [73]
up1 [453]	upn [202], upl [418], upj [110], upf [98], upy [72], upt [343]
nsl [453]	rsl [236]
boun [453]	soun [413]
qej [453]	qex [87], qeet [70]
ieo [452]	ioro [90], iiio [251]
EYE [452]	EYES [109]
etsa [452]	otsa [202]
nazi [452]	mnazi [51], viazi [56], nazo [152]
cess [452]	gress [57]
beeâ [452]	beesâ [70], beanâ [167], bellâ [116]
apaa [452]	ammaa [329], agaa [270], apax [159], akaa [397], aanaa [169]
safar [452]	sardar [199]
eq1 [452]	noq1 [70]
oqo [452]	loqo [113]
hillock [452]	hillocks [78]
akua [452]	akula [213]
½ï [452]	½t [132], ½ta [55], saï [166], ½s [82], piï [63], raï [131], poï [364], ½e [51], ½d [154], ½g [117], ½f [72], ½a [181], seï [105], ½i [72], ½h [56], arï [287], yoï [168], neï [209], ayï [96], miï [200], yrï [96], teï [100], kuï [197], tiï [101], noï [317], itï [191], muï [195], siï [84], keï [213], biï [119], puï [166], niï [182], amï [85], moï [232], waï [144], asï [249], qaï [53], fï [180], erï [116], koï [410], ndï [145], nuï [54], ilï [53], oiï [53], idï [257], aiï [52], ½st [54], etï [84], qï [59]
nã³ [452]	wã³ [50], gã³ [59], kã³ [124], bã³ [132]
kñ [452]	pñ [93], rñ [95], grñ [51], cwñ [66], krñ [120], tñ [181], prñ [68], bñ [76], wñ [56], mñ [372], cñ [105], dñ [87]
thisr [452]	thist [205]
enon [452]	menon [95]
et1 [452]	lot1 [233]
N6 [452]	V6 [178], NIM [137], U6 [422], H6 [332], NG6 [61], VC6 [57], X6 [248]
dct [452]	dnt [358]
nebe [452]	nede [248], neze [53]
ftj [452]	fjj [306], fiij [116], ftw [253], ftv [142], rtj [380], ffij [79], ftc [336], ftfl [118], ffj [198], ftg [178], ctj [197]
cima [451]	cinna [216]
rora [451]	ronga [252]
GOD [451]	WOOD [249]
ngch [451]	ngkh [89]
ekana [451]	ekanas [272], ekanao [83]
nlo [451]	itlo [69], nlc [330], ltlo [65], nlll [238], ttlo [74]
wayna [451]	waina [294]
ki1 [451]	mai1 [50], gi1 [174], kitl [151], tai1 [147], ko1 [261], bi1 [240]
modernization [451]	modernisation [123]
quill [451]	quills [262]
inama [451]	nanama [63]
obliga [451]	obligat [134]
sfr [451]	rrfr [64], snr [259], jfr [192], ufr [135], srnr [56], vfr [94]
tenant [451]	tenants [172]
thaka [451]	thika [184]
VBZ [451]	VBZR [295]
spâ [451]	ipâ [365], snâ [167], tpâ [263], jpâ [82], svâ [76], ypâ [70], rpâ [130], sqâ [90], hpâ [139], sfâ [113], lpâ [198], slâ [330]
kyer [451]	kafer [73]
dupa [450]	depa [362]
3pr [450]	3pis [360], 3pc [420]
asma [450]	asmi [181]
silu [450]	sidu [190]
edâ [450]	udâ [191], odâ [217], fedâ [82]
alternance [450]	alternances [98]
aira [450]	airi [446], aiha [227]
poder [450]	poner [359]
dute [450]	diote [70]
dùu [450]	tùu [76]
akao [450]	akae [110]
carta [450]	canta [191]
navy [450]	naval [375]
plak [450]	palak [324], patak [415], pnak [72]
si11 [450]	zai11 [58], siq1 [148], ci11 [93], sui11 [81], sun11 [165], wui11 [67]
fication [450]	ification [160]
varli [450]	varlis [76]
dahi [450]	dahat [71]
popu [450]	popul [97]
venit [449]	venire [123]
he2 [449]	hi2 [161], ha2 [219], him2 [123], the2 [52], his2 [79]
habla [449]	habia [247], habfa [63], hablan [134]
turo [449]	tubo [372]
hallo [449]	hullo [119]
cym [449]	cyt [213], cjm [90]
psalm [449]	psalms [358]
koha [449]	kooa [63]
arei [449]	awei [122]
øn [449]	øj [105], øk [222], øo [99], øm [149], cgn [113], øe [350], øy [71], ør [152], øs [192], øp [70]
naninal [449]	noninal [186]
kitja [448]	pitja [324]
xte [448]	xle [396], xpe [189]
lakou [448]	kakou [158], makou [314]
juda [448]	joda [118]
tabl [448]	tabie [98]
amá [448]	aná [424], adá [74]
gma [448]	gaca [146], zma [296], gmu [213], ghaa [173]
wurlu [448]	murlu [181], wurla [303], gurlu [131]
juli [448]	juni [280]
siir [448]	riir [231], siil [340]
somc [448]	sonic [356]
MLL [448]	MHL [128], MLM [124], LHLL [165], MML [58], LLLL [278], HLLL [168], HHLL [237]
tesu [448]	tehu [349], tesim [85]
holdâ [448]	scoldâ [86]
pren [448]	preh [95]
adde [448]	addod [81]
ims [448]	iys [181]
rfo [448]	ffo [277], rfc [228], lfo [282], sfo [220]
tiik [448]	tiiw [171], ciik [107], tiih [179], kiik [337]
tmd [447]	ttnd [164]
pinal [447]	jinal [89], iinal [103], linal [442]
omba [447]	lemba [230]
hest [447]	hett [275], heit [343], hert [265]
p7 [447]	pl7 [73], ppb [236], phh [111], ik7 [57], at7 [141], it7 [210], ej7 [53]
lodging [447]	lodgings [86]
kiwai [447]	siwai [209]
clove [447]	cloves [327]
ya1 [447]	yand [373], yanl [145], da1 [337], ga1 [225], ba1 [391]
N5 [447]	R5 [397], NG5 [55]
exogamy [447]	endogamy [169]
yawe [447]	yakwe [137], wawe [224]
anca [447]	cenca [152]
byt [447]	byl [424], bys [356], bych [85]
quanti [446]	quantif [50]
sentenceâ [446]	sentencesâ [202]
nprf [446]	nperf [53]
nigo [446]	nongo [217]
ock [446]	eck [368], cck [80], ocm [157], lck [196], uck [263]
nende [446]	nenda [168]
naké [446]	nalé [61]
STORY [445]	STORE [116]
camo [445]	cams [177], calo [295]
kày [445]	bày [167], yày [131], kàl [225], gày [110], mày [190]
KAM [445]	LAM [160], KAKA [301], KAK [99], DAM [300], RAM [200], YAM [110], KAR [152], KAS [93], MAM [106]
ridi [445]	riji [166], rodi [213]
sponsor [445]	sponsors [155]
kva [445]	ktha [89], khva [64], gva [190], kvi [188]
bahut [445]	bahot [334]
cinta [445]	canta [191]
bonga [445]	benga [136]
96b [445]	96a [422]
odifier [445]	odifiers [349]
su8 [445]	mu8 [85], ku8 [281]
jne [445]	xne [276], jnn [321]
coor [445]	compr [115]
ilg [445]	ilb [428], alg [390], glg [99], ilp [355], slg [171], irg [213]
atka [445]	atva [56]
bund [445]	bunt [301], kund [358], rund [225]
phaa [444]	phake [266]
p1â [444]	o1â [352]
and1 [444]	andt [211], andf [106]
1POS [444]	IPOS [117]
yinya [444]	yinyu [51], yinyi [54], yingka [51], yanya [69]
naama [444]	naata [229]
gne [444]	gake [260], gbie [57], gbfe [340], goge [171], gke [117], ngne [66]
posil [444]	pisil [71]
ngel [444]	ngol [392], ngeen [193], ngesa [173]
nnr [444]	snr [259], nnnn [144]
leek [444]	leeu [55]
compliment [444]	compliments [297]
eaf [444]	eav [135]
krus [444]	skrus [68]
anlaut [444]	auslaut [393], inlaut [194]
nfâ [444]	bfâ [104], mfâ [140], pfâ [231], ndiâ [112], nfil [54], nqâ [219], nwâ [197], gfâ [62], hfâ [126], ffâ [214], dfâ [143]
avr [444]	ahr [267], axr [90], uvr [62], avn [323], ivr [291]
retu [444]	retur [162], relu [56]
aliq [444]	baliq [116]
yuwaalaraay [444]	yuwaalayaay [120]
sequenced [444]	sequencer [291]
makwa [444]	manswa [52]
k11 [444]	k1i [103]
balang [444]	balanja [100]
kaho [443]	taho [363]
sopa [443]	sopu [84]
diva [443]	dikka [69], dinya [169], dinja [60]
yri [443]	yry [105], tdri [77], gdri [67], ydi [410]
itar [443]	watar [338]
kakau [443]	kakali [80], makau [276], lakau [202]
kix [443]	chix [230], kiit [322], kits [428], siix [125], cix [430], kiik [337]
uqs [443]	mqs [344]
yto [443]	oyto [105]
sst [443]	ssm [237], ssd [145]
lco [443]	lcn [369], ltlo [65], pco [169], lck [196]
chino [443]	chiyo [64]
lo35 [443]	gyo35 [109], lye35 [207]
1si [443]	1sr [268], 1sii [346]
mnh [443]	mnjn [112], mdh [248], tnh [333], lnh [290], mkh [104]
indígenas [443]	indfgenas [64]
sloc [442]	ploc [169]
sequen [442]	sequenc [300]
kshe [442]	pshe [50], ksbe [94]
tdu [442]	hdu [288], tdf [120], tdm [347]
stá [442]	slá [67]
lemma [442]	lemmas [70]
ddl [442]	jdl [238], lldl [55], dnl [174], dsl [173], ddg [144], udl [247]
90a [442]	90b [388]
nego [442]	sego [168], neho [203]
sungai [442]	sungei [75]
etsi [441]	bitsi [190], otsi [199]
iä [441]	aä [150], eä [324], alä [59], oä [131], miä [78], koä [77], paä [98], hiä [54]
fuf [441]	fef [414], juf [155], fiif [102], fnf [262], fcf [334], fuj [217], faaf [58]
iami [441]	unami [440]
hiro [441]	ariro [122]
hù [441]	xù [162], zù [250], pù [298]
walang [441]	ualang [57]
ANO [441]	AKO [154], AMO [76], ABO [84]
umana [441]	rumana [60]
insi [441]	insu [107]
unidentifiable [441]	nonidentifiable [82]
mfn [441]	msn [410]
syt [441]	qyt [101], ryt [202], syp [236], zyt [388], syx [59]
tassel [441]	tassels [158]
llil [441]	llfl [187], lltl [258]
phia [441]	phua [119]
toya [441]	toyo [427]
vords [440]	uords [62], rords [90]
bûn [440]	chûn [58]
rubric [440]	rubrics [62]
wune [440]	wure [210]
impl [440]	impli [127]
dagu [440]	dogu [185]
aqs [440]	axs [239], aqw [349], iqs [117], lqs [76]
pinching [440]	punching [292]
skola [440]	eskola [162], sakola [208], sikola [332], sekola [156], iskola [297]
sulk [440]	sulky [394]
abas [440]	abay [324], labas [241]
kalat [440]	kalay [246]
ndab [440]	njab [69], ndap [140]
WDNH [440]	PDNH [168]
smiled [439]	smiles [306]
qaw3 [439]	saw3 [57], khaw3 [255]
base1 [439]	basei [111]
khon2 [439]	khan2 [150]
dyake [439]	idyake [72]
mce [439]	mco [110], dce [224], mcc [192]
adar [439]	azar [357], idar [123], axtar [61]
loki [439]	woki [109], boki [397]
nominali [439]	nominaliz [130]
aano [439]	aane [426], aako [239]
kats [439]	qats [61], xats [55], wats [262], gats [211]
jsi [439]	jsu [138], jso [214], jdi [314], jci [418]
kris [438]	keris [51]
hez [438]	wez [279], hoz [287]
miyo [438]	mito [329], ndiyo [126], yiyo [124], biyo [395]
sentiment [438]	sentiments [282]
rakh [438]	rakhi [73], randh [70], rakha [74], sakh [215]
ngung [438]	ngong [268], nyung [270]
reve [438]	revei [53]
cme [438]	cmc [164]
cpi [438]	cpa [437]
serializing [438]	serialising [395]
zand [438]	zend [150]
ukua [438]	ukuak [194]
kaivaro [438]	vaivaro [354], taivaro [256]
psn [438]	psh [142], pasn [181], psl [300]
dento [438]	denti [318]
kuit [438]	kuis [203]
sary [438]	ssary [71]
nangu [438]	nangi [386]
