Word	OCR variants
gaons [112]	nhaons [94]
nonda [112]	donda [85]
OST [112]	MPST [52]
992a [112]	992b [93]
swul [112]	twul [106], sewul [90]
hakani [112]	hakami [65]
YSD [112]	YSG [50]
luå [112]	duå [70]
kiniu [112]	kinau [71]
fva [112]	flha [51]
hoji [112]	hooi [103]
qipa [112]	qipan [82], skipa [61]
xdji [112]	nedji [52]
tarih [112]	tarihi [70]
KAT [112]	KAK [99], KATA [65], KOT [65]
olvasta [112]	olvassa [52]
isgo [112]	jsgo [54], isgf [73]
åq [112]	åp [57]
nql [112]	nnll [60]
couth [112]	nouth [108]
cultu [112]	cultur [107]
2IO [112]	2PO [100]
nlui [112]	niui [68]
S81 [112]	SB1 [68]
umara [112]	umata [53]
bed0 [112]	bes0 [55]
iwis [112]	iwls [65]
191a [112]	191b [97]
inaku [112]	unaku [78]
petan [112]	petam [57]
donflt [112]	didnflt [88]
V__ [112]	C__ [75], V_C [54]
g66 [112]	n66 [83], g6u [57]
née [112]	sée [82]
head2 [112]	headl [87]
nadl [112]	gadl [84]
S25 [112]	D25 [50]
164a [112]	164b [103]
rosorvi [112]	roshorvi [55]
OIR [112]	CIR [77]
IER [112]	BEER [99]
swf [112]	silf [53], swv [71]
vhana [112]	vhona [103]
ivit [112]	ivil [92]
mosadi [112]	mosali [77]
nolc [112]	notic [101]
gupi [112]	gupu [110]
bök [112]	bög [57]
zozo [112]	zoko [52]
kwic [112]	kwiy [109]
wenke [112]	apenke [63]
pirra [112]	thirra [89], perra [66]
presser [112]	tresser [61]
me7 [112]	pe7 [99]
179a [112]	179b [100]
yungga [112]	yunggu [74]
kabâ [112]	tabâ [100], nabâ [81]
raii [112]	raui [63]
substring [112]	substrings [64]
jamil [112]	jamila [57]
upk [112]	upal [62]
uph [112]	taph [57], rnph [52]
nomer [112]	nomor [106]
slin [112]	hlin [89]
onaji [112]	onazi [109]
qoto [112]	mooto [67]
augur [112]	augury [80]
cipal [112]	cipan [76], cipial [58]
GAM [112]	GAN [83], GAD [77]
mlng [112]	mtng [89]
chromosome [112]	chromosomes [71], chromosomal [85]
mtaa [112]	rtaa [105]
TTF [112]	TTE [56]
194a [112]	194b [89]
anoli [112]	anooli [59]
imoh [112]	cimoh [76]
28v [112]	i8v [57]
presa [112]	prensa [77]
hollandsch [112]	hollandsche [80]
uña [112]	utja [86]
6ht [112]	6ot [95], neht [58]
7ok [112]	7uk [73]
t5i [112]	tndi [104]
bihn [112]	yihn [84], nihn [98]
yjo [112]	yjn [111]
bantwana [112]	bantfwana [93]
gsl [112]	gsm [80], gtil [57]
vapa [112]	oapa [59], vapaa [54]
houâ [111]	bouâ [53]
trese [111]	trece [93]
aö [111]	iö [105], eö [57], axq [59], akx [61]
láw [111]	lál [53], lát [96]
bawur [111]	bagur [63]
taag [111]	saag [93]
nomind [111]	nominai [97], nominnl [86]
nawara [111]	nawala [92]
tagh [111]	tagat [52]
qdm [111]	edm [99]
cal1 [111]	fal1 [93]
grw [111]	lrw [79]
éx [111]	éin [94]
yulka [111]	yalka [71]
nyá2 [111]	nyd2 [77]
ED06 [111]	ID06 [92]
rã¹ [111]	qã¹ [54]
ãí [111]	ãm [76], ãg [104], kwí [104], ãf [95], ãr [107], ãq [61]
qev [111]	qek [65]
funciona [111]	funcionar [98]
chti [111]	chtf [58]
g1â [111]	th1â [83], gcâ [110]
gwà [111]	nwà [86]
dekal [111]	bekal [65]
HAL [111]	TAL [105], AAL [63]
munj [111]	sunj [70], muij [81]
rvn [111]	rbn [109]
aola [111]	abela [77]
adau [111]	andau [98]
lieve [111]	lieved [75]
valar [111]	xalar [52]
UCSB [111]	UCSD [107]
bcd [111]	bcf [81], fcd [109]
baabu [111]	baasu [57]
olya [111]	osya [66]
ihp [111]	iyp [102]
lån [111]	iyån [52]
lifie [111]	litie [65]
waarom [111]	daarom [101]
sigaret [111]	cigaret [79]
amaga [111]	apaga [63]
saanut [111]	sanonut [98], saaneet [78]
l1j [111]	lltj [52]
2pers [111]	lpers [86]
PSG [111]	PFG [105]
senger [111]	denger [51], menger [53]
slna [111]	dalna [50], kalna [60], stna [70], slia [68]
bui31 [111]	zui31 [85]
tble [111]	tblt [92], lble [101]
êp [111]	hqp [60], êw [82], êk [90]
gjj [111]	qjj [61]
toyd [111]	toyj [64]
orit [111]	ivrit [52]
idoo [111]	didoo [65], yidoo [70], jidoo [97]
wàj [111]	wàr [85]
timbak [111]	tembak [68]
deere [111]	zeere [57]
altâ [111]	aatâ [72], aitâ [75]
njq [111]	ojq [51]
kakk [111]	kakku [78]
sobie [111]	siebie [99]
yál [111]	yáni [63]
seys [111]	neys [80]
oijo [111]	gijo [64], oifo [67]
doii [111]	deii [64]
putin [111]	puton [52]
joyâ [111]	jokeâ [94]
36v [111]	l6v [97]
ataku [111]	ataki [86]
sgy [111]	rgy [74]
pelak [111]	kelak [68]
leaflet [111]	leaflets [106]
buaa [111]	duaa [72]
xfl [111]	ahfl [58], xft [94]
erential [111]	ferential [73]
tõn [111]	tõt [64]
kkway [111]	klkway [57]
uding [111]	luding [54]
1SC [111]	1AC [54]
otua [111]	tutua [108]
uwah [111]	nawah [79]
durativ [111]	durativc [63]
909E [111]	909F [51]
sufixes [111]	suftixes [56]
etit [110]	etil [87], etiti [52]
LIH [110]	HIH [102]
nommal [110]	nomlnal [69]
tsjem [110]	tsiem [54]
kuris [110]	kurie [63]
lewi [110]	leii [82]
76f [110]	7ff [55]
nño [110]	nñe [84], nñu [52]
dã¼ [110]	bã¼ [93], lã¼ [104]
yïra [110]	yïre [54]
láy [110]	ráy [76]
tíní [110]	míní [78], bíní [80]
akeikhe [110]	lakeikhe [65], nakeikhe [57]
heden [110]	steden [58], handen [106]
lachi [110]	lashi [51]
iskai [110]	iskay [80]
ipua [110]	napua [55]
ggat [110]	ggap [71], mgat [60], ggut [52]
ÍD [110]	GDD [56]
ca9 [110]	co9 [57]
dzn [110]	bzn [57], dzb [57], dzr [95]
tawâ [110]	takaâ [65], tanaâ [56]
tlz [110]	tlrr [90], tlfl [98], tllu [100]
159a [110]	159b [79]
wsy [110]	bsy [54]
uwã [110]	yuwã [59], utã [57], kawã [52], jwã [72]
thesee [110]	thosee [56]
tío [110]	tía [75]
zye [110]	zeze [87]
laoshi [110]	yaoshi [59]
romanza [110]	romanzo [104]
we4 [110]	he4 [94], be4 [80]
ên [110]	êk [90]
iiom [110]	iioo [63]
STEH [110]	STEK [66]
le8 [110]	li8 [73], lo8 [76], la8 [100]
sl1 [110]	lll1 [81], hl1 [70]
gofl [110]	lofl [84]
pää [110]	päx [91]
corc [110]	cerc [81]
an² [110]	mn² [66], au² [94]
HOK [110]	NOK [85]
HIND [110]	BLIND [73]
dunne [110]	dunna [84], dinne [50]
aprumô [110]	apruma [93]
guussi [110]	duussi [68]
panyi [110]	ranyi [50]
hacâ [110]	gacâ [82], bacâ [89], xacâ [81], hicâ [96], hanqâ [71]
2sgdet [110]	isgdet [75]
qiao [110]	chiao [50]
froh [110]	frech [60]
ohã [110]	ihã [95], otã [87], orã [108]
thmg [110]	thlng [104]
flba [110]	fljia [70]
hyan [110]	hnan [95], hiyan [78]
eannad [110]	xannad [73]
katum [110]	kartum [87]
yên [110]	ysan [92]
xo6 [110]	tso6 [83]
2pm [110]	2pf [81]
vlv [110]	vlp [62], jlv [86]
worryâ [110]	sorryâ [70]
llz [110]	lltr [74], lltj [52], lltn [60], llrl [79], llrt [76]
pesen [110]	pesan [98]
njal [110]	njil [99]
plee [110]	talee [61]
SJ6 [110]	IJ6 [88]
c1765 [110]	cl765 [72]
misâ [110]	musâ [62], bisâ [57], miiâ [76]
tantara [110]	tentara [93]
NTU [110]	STU [100]
yaniy [110]	yanin [109]
gáw [110]	gám [87], gál [96]
mahs [110]	kahs [67]
affric [110]	affrica [64]
vaguna [110]	vagana [105]
SUPRASEGMENTAL [110]	SUPRASEGMENTALS [66]
hâa [110]	wâa [60]
prakrta [110]	prdkrta [86]
lajh [110]	lajn [55]
forrr [110]	forra [100]
z_ [110]	zlt [101], jl_ [92], ll_ [94]
hcb [110]	lcb [90]
alvin [110]	melvin [55]
udm [110]	ucm [96], uxam [105], edm [99]
furh [110]	burh [80]
wang31 [110]	yvang31 [54]
hubei [110]	hebei [79]
ryk [110]	renk [52]
ngandu [110]	nyandu [69]
abbo [109]	abbat [65]
tnb [109]	tnv [100]
parbati [109]	parvati [69]
uaga [109]	uaia [65]
katawa [109]	tatawa [68]
wallu [109]	mballu [56]
wardji [109]	wardngi [83]
ºâ [109]	rvâ [81], hvâ [56], fpâ [72], cqâ [59], jgâ [61], jpâ [82], svâ [76], ejâ [105], yrâ [64], fwâ [75], xpâ [52], jvâ [88], uvâ [86], gkâ [52], efâ [87], jkâ [57], jbâ [95]
slated [109]	ulated [51]
xtc [109]	xtci [50], xtx [54]
kolâ [109]	kopâ [56], kilâ [99]
3on [109]	nkon [72]
óbí [109]	mbí [90]
sunod [109]	sunud [95]
LRA [109]	LRC [92]
OJO [109]	OJJ [103], OJI [93]
koqe [109]	koqaa [84]
kwla [109]	kwna [91]
ftmction [109]	ftmctions [51]
1ah [109]	duah [57], 1ac [52]
lvin [109]	lving [84]
comnon [109]	comrnon [55], connnon [64], connon [67]
l1ke [109]	ltke [61]
safra [109]	sahra [78]
durk [109]	durur [66]
tzok [109]	tzuk [96]
wnw [109]	wnj [78]
desike [109]	desikeo [53]
185a [109]	185b [89]
piriwal [109]	piriwil [94]
mology [109]	hology [55]
RIG [109]	RIC [69]
yunka [109]	punka [89]
klee [109]	kler [56], klet [75]
itao [109]	itno [50]
òi [109]	òf [56]
tsufi [109]	tsuii [68]
aaed [109]	aaes [74]
le6 [109]	se6 [70]
HUA [109]	HIA [84]
galay [109]	galal [84]
nstra [109]	nstrat [79]
haty [109]	haiy [55]
182a [109]	182b [97]
saao [109]	saau [77]
1cm [109]	1ct [84]
kadn [109]	kadaa [104]
ruja [109]	luja [57]
VAIN [109]	TRAIN [50], PAIN [100]
nxq [109]	oaxq [76], raxq [80], npq [72], oxq [60], suxq [58]
ogos [109]	ogow [56]
katd [109]	katra [92]
desen [109]	deden [88]
hwd [109]	lwd [96]
nás [109]	kás [80]
1ih [109]	1iu [73], krih [59], trih [77]
burnedâ [109]	buriedâ [72]
ijty [109]	nojty [106]
fdt [109]	fttt [86], fbt [85]
awld [109]	awlah [87]
oped [109]	loped [77]
manuia [109]	manaia [54]
supo [109]	hupo [64]
kunwok [109]	gunwok [59]
vcrl [109]	vcrbi [57]
snh [109]	snv [78], jnh [89]
QRWHG [109]	QRWHV [51]
l1d [109]	llid [84]
6or [109]	6oc [64]
ftin [109]	ftil [77]
khatt [109]	khatar [63]
papie [109]	papale [67]
ilated [109]	ilates [73]
owv [109]	pwv [80], iwv [75]
owq [109]	owij [53]
ASSÂ [109]	ASSUM [87]
ekja [109]	erja [80]
RELPST [109]	REMPST [62]
jnp [109]	jnb [82]
dyaau [109]	dyaag [96]
rrat [109]	rrai [78]
baxi [109]	baini [100]
kirka [109]	kiriya [81]
pomi [109]	porsi [51]
jection [109]	jections [75]
mëe [109]	pëe [64]
qatt [109]	qatla [87]
tvw [109]	ivw [76]
unza [109]	wanza [79], tanza [50]
taxâ [109]	tapâ [80]
grem [109]	berem [71]
tager [109]	taler [80]
okat [109]	okap [57]
knia [109]	khlia [52]
mwami [109]	mwali [97]
birl [109]	blrl [63], tirl [108]
kutoa [109]	kuteka [59], kutoka [108], kutula [71]
weza [109]	neza [64], teza [70]
kategorie [109]	kategorien [67]
jipi [109]	jirli [50]
nounal [109]	nomlnal [69]
íuká [109]	iuká [94]
rupya [109]	rupaya [68]
oflen [109]	oflcn [61]
vbo [109]	fbo [67]
mufu [109]	rufu [61]
3MINO [109]	3MINA [64]
tóló [109]	tómbó [61]
ªilu [109]	ªili [58]
vuro [109]	vuso [50]
taä [109]	paä [98]
yinac [108]	yinag [61], yinah [64]
tahirh [108]	taharh [60]
íáå [108]	eáå [61]
turne [108]	burne [64]
talata [108]	talaata [72]
ªß [108]	ªl [54], tmß [58]
tôm [108]	nnôm [62]
prcfix [108]	prclix [58]
derâ [108]	gerâ [72], derin [67], desâ [69]
parles [108]	parlee [71]
ucca [108]	unca [93]
ii4 [108]	iimm [51], iijj [61]
flnlte [108]	flnite [62]
jarum [108]	jarom [51]
tesse [108]	sesse [82]
qadim [108]	qadir [60], qasim [85]
fertilize [108]	fertilized [50]
telll [108]	tellin [81]
oort [108]	ourt [67]
NRG [108]	URG [65]
naqâ [108]	saqâ [70], maqâ [97]
252a [108]	252b [97]
saydu [108]	seydu [51]
salamu [108]	salaamu [73]
cirdd [108]	cirda [65], stirdd [53]
chiam [108]	chiah [90], chiao [50]
betti [108]	bettsi [67], bettsa [102]
minju [108]	kinju [82], pinju [58]
ennen [108]	annen [57]
satar [108]	satara [103], savar [58], sattar [89]
lameâ [108]	tameâ [59]
pagat [108]	bagat [59]
pusâ [108]	anusâ [91]
foule [108]	coule [54]
tlwu [108]	tllou [57], tltou [65]
puia [108]	pukua [54]
lhaa [108]	lhaua [67], luaa [77], lhamu [57]
pizi [108]	vizi [86]
pudun [108]	pudued [64]
kurm [108]	kurma [95], kurug [67]
pnita [108]	pnikka [90]
ahg [108]	areg [71], ahag [55]
fatr [108]	fatar [76]
220a [108]	220b [84]
vbcl [108]	vbci [79]
avk [108]	axk [106]
74f [108]	7ff [55]
aoat [108]	aoaa [86]
watas [108]	batas [97]
FWO [108]	GWO [80], FWA [81]
thln [108]	thtn [93]
ranc [108]	ganc [91]
riid [108]	riili [57]
relev [108]	releva [85]
th3t [108]	thdt [79]
il7 [108]	ilji [89], iltt [68], iltd [61]
kabiir [108]	kathiir [68]
d61 [108]	d6l [58]
oeeur [108]	oeeurs [84]
ncti [108]	ructi [70], ntati [61], ucti [72]
awuy [108]	awoy [87]
wesia [108]	wasia [65]
ixal [108]	ixat [53]
nawm [108]	nawh [93]
idla [108]	udla [87]
agang [108]	aganna [61]
wello [108]	wollo [53]
VOI [108]	MOI [105]
èb [108]	èg [71], èd [85]
digy [108]	digii [71]
t6q [108]	tbq [94], tsiq [57], tjq [63], tiaq [93], tiiq [67]
ifig [108]	bafig [92]
raqi [108]	mpaqi [72]
andag [108]	endag [80]
lready [108]	aiready [65]
nyena [108]	nyenga [67]
219a [108]	219b [94]
galt [108]	gald [67], gabat [63], galal [84], gaut [61]
casta [108]	vasta [94]
tauq [108]	tauke [52]
WET [108]	WEAR [65]
fhat [108]	mhat [52]
bipi [107]	bopi [56], bivi [50]
pfh [107]	pfd [74]
gns [107]	gnc [87]
GES [107]	WES [106]
brauch [107]	braucht [61]
jango [107]	jongo [80]
ro6 [107]	rr6 [89]
dhya [107]	bhya [66]
_po [107]	_pe [103], _pee [55]
eehk [107]	eehi [98], eeha [70]
kwanacs [107]	ekwanacs [90]
kiidi [107]	kwidi [53]
ikni [107]	iyani [81]
uuas [107]	uuar [51]
nvu [107]	naqu [62]
rgument [107]	rguments [80]
6sa [107]	jusa [53], ftsa [53]
hasen [107]	blasen [85]
zte [107]	ifte [80], tnte [60]
JLYH [107]	JLYHV [77]
inguc [107]	yanguc [53]
LVIII [107]	LXIII [65]
garag [107]	garala [52]
llst [107]	llrt [76]
dings [107]	lings [57]
DP2 [107]	IP2 [90]
gwá [107]	ghá [100]
tradit [107]	traditi [99]
mm1 [107]	mmj [85]
svoj [107]	tvoj [75]
c5e [107]	c5a [90]
prcd [107]	prcc [66]
gigo [107]	zigo [56]
chami [107]	chemi [55]
thoni [107]	thone [103]
hamaa [107]	lamaa [70]
liyn [107]	tiyn [99]
sit1 [107]	sitl [88]
3go [107]	cgo [92], 3no [55], 3ga [85], 3ko [78], 3io [58], 3ho [91]
insubordinate [107]	insubordinated [64]
GUAGE [107]	NGUAGE [52]
oiva [107]	foiva [51], oiga [80]
xwo [107]	xws [64]
egn [107]	ewn [83], ecan [102]
olag [107]	ulag [70]
yacu [107]	yayku [52]
udk [107]	udqx [73]
plic [107]	plica [91]
VR2 [107]	VRS [86]
elid [107]	flid [51]
nanit [107]	nanich [82]
wvj [107]	pvj [98], wvjz [63]
leren [107]	lezen [77], leggen [70], leeren [60]
dlal [107]	dlala [70]
zjit [107]	sjit [83], zjtt [59]
NAKA [107]	MAKA [53]
nsit [107]	nsiv [52]
doodi [107]	dooti [75]
13A [107]	13B [58]
najt [107]	bajt [87]
vian [107]	velan [55]
mfj [107]	bfj [55]
pseudoverb [107]	pseudoverbs [77]
djf [107]	ujf [53]
tontik [107]	tohtik [64]
molazh [107]	bolazh [65], dolazh [50]
altemation [107]	altemations [57]
oiy [107]	oiw [84]
2Ã [107]	UÃ [63], EÃ [63]
isao [107]	isada [58]
ll0 [107]	lltj [52], lltn [60]
junmi [107]	yunmi [78]
followsâ [107]	followss [80], followsa [63], followsi [62], followst [89]
yaangu [107]	waangu [104]
kwello [107]	kwellu [79]
ncar [107]	noar [70]
baruuh [107]	baruuk [106], batuuh [58]
matah [107]	mentah [58]
kilk [107]	kilm [98]
tahs [107]	kahs [67]
mohro [107]	mohron [69]
kaibigan [107]	caibigan [64]
ïk [107]	ïm [96], ïl [96], ït [74], ïr [97]
BON [107]	BONE [73]
nanao [107]	hanao [63]
pson [107]	upson [68]
óí [107]	ssí [54], etí [75]
989b [107]	989a [98]
nôo [107]	kôo [68]
KEN [107]	EEN [74], IEN [56]
prefixo [107]	prefixos [103]
thrâ [107]	thrc [61]
3inpx [107]	3anpx [103]
kunio [107]	kunimu [92]
dyii [107]	hyii [66]
raaka [107]	paaka [91]
t5e [107]	tjre [50]
fict [107]	lict [61]
owie [107]	otie [55]
mammi [107]	mammu [86]
keima [107]	keimo [66]
hqm [107]	tqm [78], zqm [65]
ARD [107]	ABD [103]
lkr [106]	llrr [51], lttr [56]
cvcvcvc [106]	cvcvcvcv [103], cvccvcvc [50], cvcvccvc [56]
axad [106]	allad [68]
elsi [106]	elesi [50]
is5 [106]	isoo [84]
fo1ms [106]	fotms [76]
atman [106]	arman [99]
ynl [106]	yrl [90]
tombak [106]	tembak [68]
mvs [106]	mhs [86]
wdj [106]	hdj [66]
a1p [106]	b1p [92], he1p [67]
garnda [106]	barnda [60]
matja [106]	matya [51]
raang [106]	raanj [62]
barí [106]	parí [91]
íã [106]	íf [89], íq [69]
biggerâ [106]	biggestâ [68]
t9u [106]	tllu [100]
ttak [106]	ttok [59], tbak [59], etak [98]
airy [106]	miry [90]
tbca [106]	thca [51], tbcir [71], tbcm [88], tbcre [66]
neã [106]	nanã [83], nsã [88], nmã [66], npã [61]
PABS [106]	TABS [83], AABS [84]
irnu [106]	varnu [63]
orthogra [106]	orthograp [88]
yoil [106]	yoii [87]
uhki [106]	uhkf [72], nihki [59]
fsp [106]	fjp [92]
HTH [106]	HJIH [67]
niraq [106]	nirai [105]
tumam [106]	tunam [65]
h61 [106]	h6t [50]
1ip [106]	saip [62]
AOH [106]	AOAT [85]
addresse [106]	addressor [67]
eliw [106]	eliwa [57]
sareru [106]	saseru [83], rareru [79]
irei [106]	crei [53]
mnogo [106]	mnoho [54]
pjj [106]	jljj [90], ijjj [99]
éye [106]	éke [91]
kkya [106]	nakya [70], okya [66]
lort [106]	llrt [76]
ch1ld [106]	chtld [56]
DAI [106]	JAI [50], SAI [89], NAI [85], RAI [75]
2serg [106]	2perg [70]
nahko [106]	nahki [82], wahko [52]
kakw [106]	kukw [74]
addad [106]	addod [81]
HKH [106]	HPH [104]
stqd [106]	stqdr [88]
wéle [106]	wéla [103]
xamta [106]	khamta [82]
twat [106]	tmat [76]
kumia [106]	kumaa [98]
etur [106]	ltur [57], etui [74]
rô [106]	zô [60]
_gd [106]	_ghr [61]
yryw [106]	yrfw [65]
meral [106]	umeral [69], merals [76]
karba [106]	karuna [70]
virera [106]	virara [63], varera [53]
frate [106]	brate [75]
kurban [106]	qurban [83]
ccw [106]	ctw [94]
iuri [106]	iuli [92]
sat5 [106]	dat5 [51], sut5 [56], bat5 [52]
llables [106]	yllables [80]
8it [106]	yfit [58]
hakki [106]	hekki [74]
ebt [106]	ebc [84]
wuju [105]	wunyu [53]
gòa [105]	gòta [86]
faham [105]	fahim [50]
hfh [105]	lfh [83]
prais [105]	praim [50]
garga [105]	garwa [76], gayga [51], garta [67], garka [50]
ghoh [105]	ghool [72]
toek [105]	toem [80]
kurik [105]	kurim [70]
intv [105]	intrr [51]
ihb [105]	ehb [60]
zup [105]	koup [65]
vnd [105]	vrd [67]
noney [105]	aoney [55]
gatsi [105]	gutsi [64]
lloo [105]	llor [86]
DANG [105]	BANG [85]
cyam11 [105]	syam11 [94]
oati [105]	ndati [65]
soea [105]	soewa [72]
ittsa [105]	bettsa [102]
tlml [105]	tlfl [98]
ja3 [105]	je3 [60], za3 [66]
téi [105]	seéi [71], déi [82]
òò [105]	dzò [86], òo [68], òy [86], òb [95], òk [102]
likan [105]	bikan [90], kikan [55]
plav [105]	plah [104]
dxi [105]	dtci [68]
dtdi [105]	otdi [91], dtoi [68]
khait [105]	khaet [70]
här [105]	där [66], när [59]
yinyung [105]	nyinyung [51]
jado [105]	jawo [70]
wcre [105]	weare [97]
adree [105]	avree [77]
ihcm [105]	lhcm [92]
xarj [105]	xatj [65]
murane [105]	mugane [56]
irrt [105]	rrrt [65]
ahort [105]	ehort [59]
oraq [105]	orag [51]
mi4 [105]	pi4 [65]
sutfix [105]	surfix [65], sutlix [51]
llfi [105]	flfi [79]
ahmo [105]	ahzo [87]
rbm [105]	cbm [86]
sn3 [105]	snv [78]
oali [105]	ijali [67]
gùñ [105]	ghñ [62]
MRS [105]	MISS [77]
B19 [105]	A19 [100]
tooe [105]	dooe [83]
kuura [105]	kuuta [76]
NPOBJ [105]	NPSUBJ [91]
naml [105]	nawl [68], niml [82], maml [103]
gathu [105]	wathu [97]
tiei [105]	tlei [95], tiili [58]
wca [105]	wcs [85]
imag [105]	idag [89]
ãù [105]	unù [76], nnù [50]
tbose [105]	tliose [90]
6ts [105]	gts [102]
mboe [105]	mbora [52], mbue [56]
irja [105]	tarja [61], irana [95], irka [100]
rames [105]	rdmes [54]
cwiny [105]	cwiiny [100]
elme [105]	eneme [63]
èè [105]	dzè [62], zè [72], èg [71], èd [85], oè [87]
nhara [105]	nhaga [66]
akri [105]	akuni [54]
ip1 [105]	lp1 [76]
lejin [105]	lengin [61]
motl [105]	modol [57]
oroo [105]	orlo [59]
tanú [105]	taxtú [100]
WIY [105]	JIY [59]
assert2 [105]	assertl [50]
cige [105]	ciye [68]
4er [105]	guer [60], duer [57]
tbd [105]	tlld [61], tbf [83]
ffã [105]	ftã [65], ifã [52], foã [69]
tumul [105]	tumuh [54]
edet [105]	eyet [88], edem [69]
aghe [105]	ighe [59]
medem [105]	pedem [62]
sawar [105]	savar [58]
224a [105]	224b [79]
magus [105]	magum [56]
lllb [105]	llls [104]
1935a [104]	1935b [79]
CV2 [104]	CVVV [78], CVP [59], CVI [93]
gai³ [104]	tai³ [65]
dowu [104]	downt [59], downl [64]
bitsa [104]	botsa [91]
QNF [104]	QNP [77]
m61 [104]	m6m [65]
kwano [104]	kakano [52]
8he [104]	8be [53]
bhaa [104]	bhra [56]
yaho [104]	yahue [83]
enqa [104]	snqa [51]
follow1ng [104]	followlng [89]
tzl [104]	tlfl [98]
waachwe [104]	yaachwe [86]
atasa [104]	itasa [55]
looo [104]	iooo [65]
walbu [104]	waybu [63]
kunang [104]	kutang [62]
POLYVERB [104]	POLYVERBS [80]
adiya [104]	adika [97]
bawar [104]	badar [54], balar [93]
grünberg [104]	grunberg [68]
kathman [104]	kathmand [93]
IRUPDWLYH [104]	IRUPDWLYHV [72]
uumi [104]	uuli [53]
ijq [104]	rjq [71]
âµë [104]	âµa [78], âµo [67]
féng [104]	kéng [55], péng [77]
mál [104]	tál [102], mái [59], bál [94], gál [96]
disser [104]	dissert [62]
gahwa [104]	qahwa [89]
enake [104]	enape [57]
wirin [104]	wirrin [66]
vsr [104]	vfr [94]
vsm [104]	vsj [52]
bunna [104]	dunna [84]
dekhaa [104]	dekhta [71]
zõ [104]	wõ [54]
að [104]	kað [66], bð [92]
kkat [104]	kkatt [66]
plura1 [104]	pluraj [82]
kt1 [104]	ktll [56], jt1 [70]
tuia [104]	toia [92]
qln [104]	giln [62]
46v [104]	l6v [97]
mehn [104]	wehn [75], nehn [93]
nrg [104]	nrii [71]
khue [104]	khuo [80], khura [73]
mjl [104]	mjs [53]
apli [104]	acli [74], aple [102]
presse [104]	tresse [77]
tefi [104]	tenni [83]
pouru [104]	vouru [75]
raged [104]	rages [69]
manap [104]	malap [85]
udaya [104]	udaka [61]
nguji [104]	nguja [95], ngurni [95]
hway [104]	hlay [70]
spira [104]	spiran [51]
gunt [104]	gunl [51]
l03 [104]	i03 [52]
noun3 [104]	nount [63], nouni [78], nounj [51]
makapag [104]	makipag [63]
nirre [104]	girre [72]
aaso [104]	ayso [67]
dexi [104]	pexi [82], teexi [50]
alix [104]	talix [57], asix [91]
àni [104]	ànna [60]
e31 [104]	pu31 [65], go31 [87], na31 [98], sa31 [65], xo31 [52], mo31 [103], pa31 [77], po31 [58]
pomt [104]	polnt [81]
lopped [104]	cropped [91]
ekon [104]	ekoo [61]
idat [104]	iiat [87]
tse33 [104]	tso33 [75]
nähä [104]	sähä [69]
gjin [104]	tsjin [72]
lofa [104]	hofa [71]
maton [104]	taton [72]
abme [104]	ajame [63]
b½ [104]	n½ [93], ak½ [63]
dabr [104]	dabra [54]
NSWR [104]	NSOR [52]
chre [104]	chro [77]
pafa [104]	pauna [81], patia [82], papaa [58]
ehdi [104]	etdi [53]
keoi [104]	heoi [61]
bilig [104]	bilir [96], bitig [97]
labb [104]	dabb [94]
kat5 [104]	hat5 [89]
takcha [104]	pakcha [99], makcha [56]
qtt [104]	rrtt [59], lttt [70], qtr [84]
nopq [104]	nopqi [101]
karuwa [104]	maruwa [58]
000â [104]	000th [73]
xist [104]	xest [50]
ikona [104]	ikowa [55]
i1r [104]	t1r [84]
pimil [104]	pisil [71]
8in [104]	mfin [73]
wff [104]	wfa [97]
ponto [103]	pontu [61]
60E [103]	60G [70]
2ai [103]	rtai [56], ltai [64]
ipti [103]	icti [56]
ahpi [103]	ahpo [86], ahpa [69]
ponoo [103]	ponoh [82]
iiju [103]	iijl [56]
yechi [103]	yecha [84]
go5 [103]	do5 [70]
seks [103]	segs [71]
bakh [103]	baih [62]
ºã [103]	ijã [94]
liqu [103]	liqui [79]
iexcs [103]	iexca [53], rexcs [67]
fout [103]	foud [52]
nouus [103]	nouds [54], nouas [53]
kía [103]	kík [51]
PMA [103]	BMA [97]
muud [103]	nuud [52], muumo [52]
pdm [103]	bdm [95]
jkw [103]	jkwa [72]
taihoku [103]	taihuku [71]
ragad [103]	ragid [60]
lcal [103]	lcat [57]
yatt [103]	yalt [61]
kawam [103]	kawana [71]
6ye [103]	ahye [82], ogye [82], agye [65]
